Commune	PTOT	REG	DEP	Région	latitude	longitude	code_insee	Type équipement ou lieu	count	categorie
Nanthiat	237.0	75.0	24	Nouvelle-Aquitaine	45.4081424618	0.985034812196	24305.0	Bibliothèque	1	vivant
Nanthiat	237.0	75.0	24	Nouvelle-Aquitaine	45.4081424618	0.985034812196	24305.0	Monument	2	patrimoine
Neuvic	3703.0	75.0	24	Nouvelle-Aquitaine	45.0893401063	0.466172128928	24309.0	Bibliothèque	1	vivant
Neuvic	3703.0	75.0	24	Nouvelle-Aquitaine	45.0893401063	0.466172128928	24309.0	Monument	1	patrimoine
Neuvic	3703.0	75.0	24	Nouvelle-Aquitaine	45.0893401063	0.466172128928	24309.0	Musée	1	vivant
Nontron	3166.0	75.0	24	Nouvelle-Aquitaine	45.5303295535	0.683993810564	24311.0	Bibliothèque	1	vivant
Nontron	3166.0	75.0	24	Nouvelle-Aquitaine	45.5303295535	0.683993810564	24311.0	Cinéma	1	vivant
Nontron	3166.0	75.0	24	Nouvelle-Aquitaine	45.5303295535	0.683993810564	24311.0	Espace protégé	1	patrimoine
Nontron	3166.0	75.0	24	Nouvelle-Aquitaine	45.5303295535	0.683993810564	24311.0	Monument	1	patrimoine
Nontron	3166.0	75.0	24	Nouvelle-Aquitaine	45.5303295535	0.683993810564	24311.0	Musée	1	vivant
Sanilhac	4775.0	75.0	24	Nouvelle-Aquitaine	45.1273768173	0.712740186269	24312.0	Bibliothèque	1	vivant
Orliac	47.0	75.0	24	Nouvelle-Aquitaine	44.7131022876	1.06171600092	24313.0	Monument	1	patrimoine
Parcoul-Chenaud	816.0	75.0	24	Nouvelle-Aquitaine	45.1915224992	0.0356230850507	24316.0	Bibliothèque	1	vivant
Parcoul-Chenaud	816.0	75.0	24	Nouvelle-Aquitaine	45.1915224992	0.0356230850507	24316.0	Monument	2	patrimoine
Paulin	259.0	75.0	24	Nouvelle-Aquitaine	44.9952310896	1.33418977695	24317.0	Monument	2	patrimoine
Paunat	324.0	75.0	24	Nouvelle-Aquitaine	44.9027724899	0.854531456858	24318.0	Monument	2	patrimoine
Paunat	324.0	75.0	24	Nouvelle-Aquitaine	44.9027724899	0.854531456858	24318.0	Parc et jardin	1	patrimoine
Paussac-et-Saint-Vivien	476.0	75.0	24	Nouvelle-Aquitaine	45.3463059633	0.539590809201	24319.0	Monument	3	patrimoine
Payzac	989.0	75.0	24	Nouvelle-Aquitaine	45.4219045977	1.22669113048	24320.0	Bibliothèque	1	vivant
Payzac	989.0	75.0	24	Nouvelle-Aquitaine	45.4219045977	1.22669113048	24320.0	Monument	6	patrimoine
Périgueux	31061.0	75.0	24	Nouvelle-Aquitaine	45.1918704873	0.711825549847	24322.0	Bibliothèque	5	vivant
Périgueux	31061.0	75.0	24	Nouvelle-Aquitaine	45.1918704873	0.711825549847	24322.0	Cinéma	1	vivant
Périgueux	31061.0	75.0	24	Nouvelle-Aquitaine	45.1918704873	0.711825549847	24322.0	Conservatoire	1	vivant
Périgueux	31061.0	75.0	24	Nouvelle-Aquitaine	45.1918704873	0.711825549847	24322.0	Espace protégé	3	patrimoine
Périgueux	31061.0	75.0	24	Nouvelle-Aquitaine	45.1918704873	0.711825549847	24322.0	Librairie	2	vivant
Périgueux	31061.0	75.0	24	Nouvelle-Aquitaine	45.1918704873	0.711825549847	24322.0	Lieu archéologique	3	patrimoine
Périgueux	31061.0	75.0	24	Nouvelle-Aquitaine	45.1918704873	0.711825549847	24322.0	Monument	46	patrimoine
Périgueux	31061.0	75.0	24	Nouvelle-Aquitaine	45.1918704873	0.711825549847	24322.0	Musée	3	vivant
Périgueux	31061.0	75.0	24	Nouvelle-Aquitaine	45.1918704873	0.711825549847	24322.0	Scène	2	vivant
Périgueux	31061.0	75.0	24	Nouvelle-Aquitaine	45.1918704873	0.711825549847	24322.0	Service d'archives	3	patrimoine
Périgueux	31061.0	75.0	24	Nouvelle-Aquitaine	45.1918704873	0.711825549847	24322.0	Théâtre	1	vivant
Peyrignac	590.0	75.0	24	Nouvelle-Aquitaine	45.1587056018	1.19562965886	24324.0	Bibliothèque	1	vivant
Peyrignac	590.0	75.0	24	Nouvelle-Aquitaine	45.1587056018	1.19562965886	24324.0	Monument	1	patrimoine
Pechs-de-l'Espérance	788.0	75.0	24	Nouvelle-Aquitaine	44.8912941721	1.4075345057	24325.0	Bibliothèque	1	vivant
Pechs-de-l'Espérance	788.0	75.0	24	Nouvelle-Aquitaine	44.8912941721	1.4075345057	24325.0	Monument	2	patrimoine
Peyzac-le-Moustier	199.0	75.0	24	Nouvelle-Aquitaine	44.9822248475	1.07992123223	24326.0	Espace protégé	1	patrimoine
Peyzac-le-Moustier	199.0	75.0	24	Nouvelle-Aquitaine	44.9822248475	1.07992123223	24326.0	Lieu archéologique	2	patrimoine
Peyzac-le-Moustier	199.0	75.0	24	Nouvelle-Aquitaine	44.9822248475	1.07992123223	24326.0	Monument	1	patrimoine
Piégut-Pluviers	1201.0	75.0	24	Nouvelle-Aquitaine	45.6318996846	0.699945364852	24328.0	Bibliothèque	1	vivant
Piégut-Pluviers	1201.0	75.0	24	Nouvelle-Aquitaine	45.6318996846	0.699945364852	24328.0	Monument	2	patrimoine
Le Pizou	1405.0	75.0	24	Nouvelle-Aquitaine	45.0367853074	0.0721083731877	24329.0	Bibliothèque	1	vivant
Plazac	716.0	75.0	24	Nouvelle-Aquitaine	45.0437255305	1.03815328208	24330.0	Bibliothèque	1	vivant
Plazac	716.0	75.0	24	Nouvelle-Aquitaine	45.0437255305	1.03815328208	24330.0	Monument	2	patrimoine
Pomport	751.0	75.0	24	Nouvelle-Aquitaine	44.7950411851	0.412973178168	24331.0	Monument	1	patrimoine
Port-Sainte-Foy-et-Ponchapt	2543.0	75.0	24	Nouvelle-Aquitaine	44.8622535573	0.208854675888	24335.0	Bibliothèque	1	vivant
Port-Sainte-Foy-et-Ponchapt	2543.0	75.0	24	Nouvelle-Aquitaine	44.8622535573	0.208854675888	24335.0	Monument	2	patrimoine
Prats-de-Carlux	510.0	75.0	24	Nouvelle-Aquitaine	44.8917275129	1.30870869193	24336.0	Monument	1	patrimoine
Prats-du-Périgord	148.0	75.0	24	Nouvelle-Aquitaine	44.6850784903	1.06710028522	24337.0	Bibliothèque	1	vivant
Prats-du-Périgord	148.0	75.0	24	Nouvelle-Aquitaine	44.6850784903	1.06710028522	24337.0	Monument	1	patrimoine
Pressignac-Vicq	451.0	75.0	24	Nouvelle-Aquitaine	44.8939755718	0.727634787867	24338.0	Monument	2	patrimoine
Preyssac-d'Excideuil	141.0	75.0	24	Nouvelle-Aquitaine	45.3419567033	1.10725833882	24339.0	Monument	1	patrimoine
Prigonrieux	4369.0	75.0	24	Nouvelle-Aquitaine	44.8690011937	0.409883661138	24340.0	Bibliothèque	1	vivant
Proissans	1089.0	75.0	24	Nouvelle-Aquitaine	44.9314130626	1.24431944303	24341.0	Monument	3	patrimoine
Quinsac	392.0	75.0	24	Nouvelle-Aquitaine	45.4362563574	0.701396321628	24346.0	Bibliothèque	1	vivant
Quinsac	392.0	75.0	24	Nouvelle-Aquitaine	45.4362563574	0.701396321628	24346.0	Monument	1	patrimoine
Rampieux	140.0	75.0	24	Nouvelle-Aquitaine	44.7033705088	0.800770543563	24347.0	Lieu archéologique	1	patrimoine
Rampieux	140.0	75.0	24	Nouvelle-Aquitaine	44.7033705088	0.800770543563	24347.0	Monument	1	patrimoine
