"Nom commune principale";"Code Insee commune";"Région";"Département";"Code Postal";"Type";"Nom d'evenement";"Latitude";"Longitude";"PTOT";"Petite commune"
Ablis;"78003";Île-de-France;Yvelines;78660;Bibliothèque;Médiathèque Emile Zola;"48.5172581506268";"1.83308318584205";3767;oui
Ablis;"78003";Île-de-France;Yvelines;78660;Monument;Ancienne Abbaye;"48.516767";"1.83556";3767;oui
Ablis;"78003";Île-de-France;Yvelines;78660;Monument;Eglise Saint-Pierre Saint-Paul;"48.532034";"1.85145";3767;oui
Agon-Coutainville;"50003";Normandie;Manche;50230;Bibliothèque;Bibliothèque d'Agon-Coutainville;"49.0489675612946";-1.59590358465716;3003;oui
Agon-Coutainville;"50003";Normandie;Manche;50230;Cinéma;Cinema de L'espace;"49.0487530900429";-1.59584291662266;3003;oui
Agon-Coutainville;"50003";Normandie;Manche;50230;Monument;Hôtel de Voyageurs Dit Hôtel de La Plage, Actuellement Résidence Le Voltaire;"49.049362";-1.601208;3003;oui
Agon-Coutainville;"50003";Normandie;Manche;50230;Monument;Vieux Manoir de Coutainville;"49.03387";-1.582044;3003;oui
Ahun;"23001";Nouvelle-Aquitaine;Creuse;23150;Monument;Château de Chantemille;"46.094674";"2.020885";1666;oui
Ahun;"23001";Nouvelle-Aquitaine;Creuse;23150;Monument;Château de La Chezotte;"46.094674";"2.020885";1666;oui
Ahun;"23001";Nouvelle-Aquitaine;Creuse;23150;Monument;Château de Massenon;"46.094674";"2.020885";1666;oui
Ahun;"23001";Nouvelle-Aquitaine;Creuse;23150;Monument;Eglise Saint-Sylvain;"46.094674";"2.020885";1666;oui
Ahun;"23001";Nouvelle-Aquitaine;Creuse;23150;Monument;Fontaine;"46.094674";"2.020885";1666;oui
Ahun;"23001";Nouvelle-Aquitaine;Creuse;23150;Monument;Viaduc de Busseau-Sur-Creuse (Également Sur Commune de Pionnat);"46.094674";"2.020885";1666;oui
Aigre;"16005";Nouvelle-Aquitaine;Charente;16140;Bibliothèque;Bibliothèque Coeur de Charente - Aigre;"45.893161555675";"0.00930948748957803";1619;oui
Aigueperse;"63001";Auvergne-Rhône-Alpes;Puy-de-Dôme;63260;Bibliothèque;Médiathèque Ludothèque de la communauté de communes Plaine L;"46.0226919824359";"3.20281963865539";2773;oui
Aigueperse;"63001";Auvergne-Rhône-Alpes;Puy-de-Dôme;63260;Monument;Ancien Hôtel de Marillac;"46.022596";"3.202471";2773;oui
Aigueperse;"63001";Auvergne-Rhône-Alpes;Puy-de-Dôme;63260;Monument;Eglise Notre-Dame;"46.014852";"3.202857";2773;oui
Aigueperse;"63001";Auvergne-Rhône-Alpes;Puy-de-Dôme;63260;Monument;Hôtel Coiffier;"46.016069";"3.20024";2773;oui
Aigueperse;"63001";Auvergne-Rhône-Alpes;Puy-de-Dôme;63260;Monument;Hôtel de Ville Et Beffroi;"46.014852";"3.202857";2773;oui
Aigueperse;"63001";Auvergne-Rhône-Alpes;Puy-de-Dôme;63260;Monument;Maison;"46.022158";"3.201984";2773;oui
Aigueperse;"63001";Auvergne-Rhône-Alpes;Puy-de-Dôme;63260;Monument;Maison À Arcades;"46.021749";"3.201806";2773;oui
Aigueperse;"63001";Auvergne-Rhône-Alpes;Puy-de-Dôme;63260;Monument;Sainte-Chapelle Ou Chapelle Saint-Louis;"46.014852";"3.202857";2773;oui
Aigues-Mortes;"30003";Occitanie;Gard;;Espace protégé;Aigues-Mortes, site patrimonial remarquable;"43.567803";"4.194485";8770;oui
Aigues-Mortes;"30003";Occitanie;Gard;30220;Bibliothèque;Médiathèque intercommunale André Chamson;"43.5652115179176";"4.19213670745588";8770;oui
Aigues-Mortes;"30003";Occitanie;Gard;30220;Cinéma;Cinema Marcel Pagnol;"43.5660433756596";"4.18942515726698";8770;oui
Aigues-Mortes;"30003";Occitanie;Gard;30220;Cinéma, audiovisuel;Écran libre - festival international du court-métrage;"43.5507249635"; 4.18349802063;8770;oui
Aigues-Mortes;"30003";Occitanie;Gard;30220;Livre, littérature;Festival BD Aigues-Mortes;"43.5507249635"; 4.18349802063;8770;oui
Aigues-Mortes;"30003";Occitanie;Gard;30220;Monument;Chapelle de La Confrérie des Pénitents-Gris;"43.565208";"4.192931";8770;oui
Aigues-Mortes;"30003";Occitanie;Gard;30220;Monument;Chapelle des Pénitents-Blancs;"43.566876";"4.191807";8770;oui
Aigues-Mortes;"30003";Occitanie;Gard;30220;Monument;Eglise Paroissiale Notre-Dame-des-Sablons;"43.55257";"4.184956";8770;oui
Aigues-Mortes;"30003";Occitanie;Gard;30220;Monument;Maison;"43.565631";"4.192341";8770;oui
Aigues-Mortes;"30003";Occitanie;Gard;30220;Monument;Maison Moulin;"43.565208";"4.192931";8770;oui
Aigues-Mortes;"30003";Occitanie;Gard;30220;Monument;Plan des Théâtres;"43.55257";"4.184956";8770;oui
Aigues-Mortes;"30003";Occitanie;Gard;30220;Monument;Remparts;"43.55257";"4.184956";8770;oui
Aigues-Mortes;"30003";Occitanie;Gard;30220;Monument;Tours Et Remparts;"43.5678662953342";"4.19046682012099";8770;oui
Aigues-Mortes;"30003";Occitanie;Gard;30220;Musique;Musique en cour jazz & lyrique;"43.5507249635"; 4.18349802063;8770;oui
Aiguillon;"47004";Nouvelle-Aquitaine;Lot-et-Garonne;47190;Bibliothèque;Médiathèque du Confluent;"44.3024899068323";"0.340188422957895";4234;oui
Aiguillon;"47004";Nouvelle-Aquitaine;Lot-et-Garonne;47190;Cinéma;Theophile de Viau;"44.3018987862365";"0.338818048581144";4234;oui
Aiguillon;"47004";Nouvelle-Aquitaine;Lot-et-Garonne;47190;Monument;Château;"44.299352";"0.361336";4234;oui
Aiguillon;"47004";Nouvelle-Aquitaine;Lot-et-Garonne;47190;Monument;Eglise Saint-Côme;"44.299352";"0.361336";4234;oui
Aiguillon;"47004";Nouvelle-Aquitaine;Lot-et-Garonne;47190;Monument;Site Protohistorique de Chastel;"44.299352";"0.361336";4234;oui
Aiguillon;"47004";Nouvelle-Aquitaine;Lot-et-Garonne;47190;Monument;Structures Antiques;"44.299352";"0.361336";4234;oui
Aiguillon;"47004";Nouvelle-Aquitaine;Lot-et-Garonne;47190;Monument;Tour, Dite de Tourasse Ou de Pirelongue;"44.299352";"0.361336";4234;oui
Aigurande;"36001";Centre-Val de Loire;Indre;36140;Bibliothèque;Bibliothèque Municipale;"46.4351828949064";"1.83001186232353";1378;oui
Aigurande;"36001";Centre-Val de Loire;Indre;36140;Cinéma;Cinema Moderne;"46.4315591301152";"1.83109268123232";1378;oui
Aigurande;"36001";Centre-Val de Loire;Indre;36140;Monument;Eglise Notre-Dame;"46.437477";"1.832295";1378;oui
Ailly-sur-Noye;"80010";Hauts-de-France;Somme;80250;Bibliothèque;Bibliothèque Louis Seurvat - Ailly sur Noye;"49.7571752711833";"2.36269634588142";2758;oui
Airaines;"80013";Hauts-de-France;Somme;80270;Bibliothèque;Médiathèque Communautaire d'Airaines;"49.9658499676762";"1.94106728333114";2308;oui
Airaines;"80013";Hauts-de-France;Somme;80270;Monument;Ancien Château des ducs de Luynes Ou Chatellenie;"49.968319";"1.956247";2308;oui
Airaines;"80013";Hauts-de-France;Somme;80270;Monument;Eglise Notre-Dame Et Prieuré;"49.968319";"1.956247";2308;oui
Airaines;"80013";Hauts-de-France;Somme;80270;Monument;Eglise Saint-denis;"49.968319";"1.956247";2308;oui
Aire-sur-l'Adour;"40001";Nouvelle-Aquitaine;Landes;40800;Bibliothèque;Médiathèque COMMUNAUTAIRE D'AIRE-SUR-L'ADOUR;"43.6991899980029";-0.262741032153363;6713;oui
Aire-sur-l'Adour;"40001";Nouvelle-Aquitaine;Landes;40800;Cinéma;Galaxie;"43.7001498072501";-0.265272536689474;6713;oui
Aire-sur-l'Adour;"40001";Nouvelle-Aquitaine;Landes;40800;Monument;Ancien Évêché Et Hôtel de Ville;"43.696816";-0.257142;6713;oui
Aire-sur-l'Adour;"40001";Nouvelle-Aquitaine;Landes;40800;Monument;Ancienne Cathédrale Saint-Jean-Baptiste;"43.696816";-0.257142;6713;oui
Aire-sur-l'Adour;"40001";Nouvelle-Aquitaine;Landes;40800;Monument;Anciennes Halles Aux Grains;"43.696816";-0.257142;6713;oui
Aire-sur-l'Adour;"40001";Nouvelle-Aquitaine;Landes;40800;Monument;Carmel Saint-Joseph;"43.696816";-0.257142;6713;oui
Aire-sur-l'Adour;"40001";Nouvelle-Aquitaine;Landes;40800;Monument;Chemins de Saint-Jacques de Compostelle En France;"43.683333";-0.266667;6713;oui
Aire-sur-l'Adour;"40001";Nouvelle-Aquitaine;Landes;40800;Monument;Eglise Sainte-Quitterie du Mas D'aire;"43.696816";-0.257142;6713;oui
Aire-sur-l'Adour;"40001";Nouvelle-Aquitaine;Landes;40800;Monument;Maison du 14e Siècle;"43.69993";-0.263397;6713;oui
Aire-sur-l'Adour;"40001";Nouvelle-Aquitaine;Landes;40800;Service d'archives;Commune de Aire-Sur-L'adour - Archives municipales;"43.6998972757571";-0.262358296320678;6713;oui
Aire-sur-la-Lys;"62014";Hauts-de-France;Pas-de-Calais;;Espace protégé;Aire-sur-la-Lys, site patrimonial remarquable;"50.641111";"2.37548";9845;oui
Aire-sur-la-Lys;"62014";Hauts-de-France;Pas-de-Calais;62120;Bibliothèque;Bibliothèque municipale;"50.6397914518282";"2.39513372290474";9845;oui
Aire-sur-la-Lys;"62014";Hauts-de-France;Pas-de-Calais;62120;Cinéma;Espace Culturel Area (Ex-Espace Culturel);"50.639244691994";"2.39057461488828";9845;oui
Aire-sur-la-Lys;"62014";Hauts-de-France;Pas-de-Calais;62120;Monument;Abbaye Saint-Augustin-de-Clarques;"50.63834";"2.392686";9845;oui
Aire-sur-la-Lys;"62014";Hauts-de-France;Pas-de-Calais;62120;Monument;Ancien Bailliage;"50.645609";"2.402642";9845;oui
Aire-sur-la-Lys;"62014";Hauts-de-France;Pas-de-Calais;62120;Monument;Ancien Hôtel du Gouverneur;"50.638319";"2.3929";9845;oui
Aire-sur-la-Lys;"62014";Hauts-de-France;Pas-de-Calais;62120;Monument;Ancienne Brasserie-Malterie de La Lys;"50.638027";"2.390373";9845;oui
Aire-sur-la-Lys;"62014";Hauts-de-France;Pas-de-Calais;62120;Monument;Anciennes Portes D'arras Et de Saint-Omer;"50.645609";"2.402642";9845;oui
Aire-sur-la-Lys;"62014";Hauts-de-France;Pas-de-Calais;62120;Monument;Bastion de Beaulieu;"50.645609";"2.402642";9845;oui
Aire-sur-la-Lys;"62014";Hauts-de-France;Pas-de-Calais;62120;Monument;Beffrois de Belgique Et de France;"50.638611";"2.396389";9845;oui
Aire-sur-la-Lys;"62014";Hauts-de-France;Pas-de-Calais;62120;Monument;Casernes Taix Et Listenois;"50.638244";"2.391931";9845;oui
Aire-sur-la-Lys;"62014";Hauts-de-France;Pas-de-Calais;62120;Monument;Chapelle Beaudelle;"50.641706";"2.397671";9845;oui
Aire-sur-la-Lys;"62014";Hauts-de-France;Pas-de-Calais;62120;Monument;Collège;"50.63976";"2.397246";9845;oui
Aire-sur-la-Lys;"62014";Hauts-de-France;Pas-de-Calais;62120;Monument;Eglise Paroissiale Saint-Quentin;"50.645609";"2.402642";9845;oui
Aire-sur-la-Lys;"62014";Hauts-de-France;Pas-de-Calais;62120;Monument;Eglise Saint-Jacques-Le-Majeur Et Saint-Ignace;"50.645609";"2.402642";9845;oui
Aire-sur-la-Lys;"62014";Hauts-de-France;Pas-de-Calais;62120;Monument;Eglise Saint-Pierre;"50.645609";"2.402642";9845;oui
Aire-sur-la-Lys;"62014";Hauts-de-France;Pas-de-Calais;62120;Monument;Fortifications;"50.647245";"2.412963";9845;oui
Aire-sur-la-Lys;"62014";Hauts-de-France;Pas-de-Calais;62120;Monument;Hôpital-Hospice Saint-Jean;"50.63976";"2.397246";9845;oui
Aire-sur-la-Lys;"62014";Hauts-de-France;Pas-de-Calais;62120;Monument;Hôtel D'orgeville;"50.63976";"2.397246";9845;oui
Aire-sur-la-Lys;"62014";Hauts-de-France;Pas-de-Calais;62120;Monument;Hôtel de Ville Et Beffroi;"50.645609";"2.402642";9845;oui
Aire-sur-la-Lys;"62014";Hauts-de-France;Pas-de-Calais;62120;Monument;Immeuble;"50.637474";"2.395914";9845;oui
Aire-sur-la-Lys;"62014";Hauts-de-France;Pas-de-Calais;62120;Monument;Immeuble;"50.637964";"2.396126";9845;oui
Aire-sur-la-Lys;"62014";Hauts-de-France;Pas-de-Calais;62120;Monument;Maison;"50.637155";"2.393784";9845;oui
Aire-sur-la-Lys;"62014";Hauts-de-France;Pas-de-Calais;62120;Monument;Maison;"50.63846";"2.397109";9845;oui
Aire-sur-la-Lys;"62014";Hauts-de-France;Pas-de-Calais;62120;Monument;Maison;"50.639129";"2.397245";9845;oui
Aire-sur-la-Lys;"62014";Hauts-de-France;Pas-de-Calais;62120;Monument;Maison;"50.639884";"2.397079";9845;oui
Aire-sur-la-Lys;"62014";Hauts-de-France;Pas-de-Calais;62120;Monument;Maison des Dévotaires;"50.638812";"2.398915";9845;oui
Aire-sur-la-Lys;"62014";Hauts-de-France;Pas-de-Calais;62120;Service d'archives;Commune D'aire-Sur-La-Lys - Archives municipales;"50.63842";"2.39509";9845;oui
Airvault;"79005";Nouvelle-Aquitaine;Deux-Sèvres;;Espace protégé;Airvault, site patrimonial remarquable;"46.830563";-0.143763;3335;oui
Airvault;"79005";Nouvelle-Aquitaine;Deux-Sèvres;79600;Bibliothèque;Mediathèque Airvaudais-Val du Thouet;"46.8266756017094";-0.140094302164456;3335;oui
Airvault;"79005";Nouvelle-Aquitaine;Deux-Sèvres;79600;Monument;Ancienne Abbaye Saint-Pierre;"46.823055";-0.195275;3335;oui
Airvault;"79005";Nouvelle-Aquitaine;Deux-Sèvres;79600;Monument;Château D'airvault;"46.823055";-0.195275;3335;oui
Airvault;"79005";Nouvelle-Aquitaine;Deux-Sèvres;79600;Monument;Logis de Barroux;"46.823055";-0.195275;3335;oui
Airvault;"79005";Nouvelle-Aquitaine;Deux-Sèvres;79600;Monument;Pont du Vernay;"46.823055";-0.195275;3335;oui
Airvault;"79005";Nouvelle-Aquitaine;Deux-Sèvres;79600;Musique;Les Murs Ont des Oreilles;"46.8329725103"; -0.135880248296;3335;oui
Airvault;"79005";Nouvelle-Aquitaine;Deux-Sèvres;79600;Spectacle vivant;Festival de musiques et danses du monde;"46.8329725103"; -0.135880248296;3335;oui
Aix-Villemaur-Pâlis;"10003";Grand Est;Aube;10190;Bibliothèque;Médiathèque Municipale;"48.2223180940391";"3.73116368312499";3479;oui
Aix-Villemaur-Pâlis;"10003";Grand Est;Aube;10190;Monument;Chapelle Saint-Avit;"48.220431";"3.727592";3479;oui
Aix-Villemaur-Pâlis;"10003";Grand Est;Aube;10190;Monument;Eglise de L'assomption de La Vierge;"48.252265";"3.731181";3479;oui
Aix-Villemaur-Pâlis;"10003";Grand Est;Aube;10190;Monument;Eglise de La Nativité;"48.220431";"3.727592";3479;oui
Aix-Villemaur-Pâlis;"10003";Grand Est;Aube;10190;Monument;Marché Couvert;"48.220431";"3.727592";3479;oui
Aix-Villemaur-Pâlis;"10003";Grand Est;Aube;10190;Monument;Polissoir Dit de La Pierre Aux Dix Doigts;"48.252265";"3.731181";3479;oui
Aix-Villemaur-Pâlis;"10003";Grand Est;Aube;10190;Monument;Pont Enjambant La Vanne;"48.252265";"3.731181";3479;oui
Aix-d'Anguillon;"18003";Centre-Val de Loire;Cher;18220;Musique;Musical'été;"47.192968882"; 2.56146410193;1901;oui
Aizenay;"85003";Pays de la Loire;Vendée;85190;Bibliothèque;Médiatheque Aizenay;"46.7437253468746";-1.61249841512694;10350;oui
Aizenay;"85003";Pays de la Loire;Vendée;85190;Cinéma;Espace Culturel Villeneuve;"46.744249";-1.6164029999999912;10350;oui
Aizenay;"85003";Pays de la Loire;Vendée;85190;Monument;Eglise Saint-Benoît;"46.735963";-1.627064;10350;oui
Aizenay;"85003";Pays de la Loire;Vendée;85190;Monument;Logis de Bonnefonds;"46.735963";-1.627064;10350;oui
Alban;"81003";Occitanie;Tarn;81250;Bibliothèque;Médiatheque Municipale;"43.8885593913813";"2.45922995487462";962;oui
Alban;"81003";Occitanie;Tarn;81250;Monument;Eglise Paroissiale Notre-Dame;"43.887784";"2.462073";962;oui
Albertville;"73011";Auvergne-Rhône-Alpes;Savoie;73200;Arts visuels, arts numériques;Les Fest'imaginaires;"45.6683987277"; 6.40460338643;20385;oui
Albertville;"73011";Auvergne-Rhône-Alpes;Savoie;73200;Bibliothèque;Direction de la lecture publique - CA Arlysère;"45.676502";"6.391967";20385;oui
Albertville;"73011";Auvergne-Rhône-Alpes;Savoie;73200;Bibliothèque;Médiathèque Intercommunale de la CA Arlysère;"45.6762285505021";"6.39243302378629";20385;oui
Albertville;"73011";Auvergne-Rhône-Alpes;Savoie;73200;Cinéma;Le Dome;"45.6762285505021";"6.39243302378629";20385;oui
Albertville;"73011";Auvergne-Rhône-Alpes;Savoie;73200;Cinéma;Le Dome Gambetta;"45.6771520974178";"6.3926463945111";20385;oui
Albertville;"73011";Auvergne-Rhône-Alpes;Savoie;73200;Cinéma, audiovisuel;Le grand bivouac;"45.6683987277"; 6.40460338643;20385;oui
Albertville;"73011";Auvergne-Rhône-Alpes;Savoie;73200;Librairie;Accrolivres;"45.6773853673003";"6.39236793259124";20385;oui
Albertville;"73011";Auvergne-Rhône-Alpes;Savoie;73200;Librairie;Librairie des Bauges;"45.6751711817571";"6.38858588034042";20385;oui
Albertville;"73011";Auvergne-Rhône-Alpes;Savoie;73200;Livre, littérature;Littératures voyageuses;"45.6683987277"; 6.40460338643;20385;oui
Albertville;"73011";Auvergne-Rhône-Alpes;Savoie;73200;Monument;Château Rouge À Conflans;"45.671452";"6.393883";20385;oui
Albertville;"73011";Auvergne-Rhône-Alpes;Savoie;73200;Monument;Château de Manuel À Conflans;"45.671452";"6.393883";20385;oui
Albertville;"73011";Auvergne-Rhône-Alpes;Savoie;73200;Monument;Eglise de Conflans;"45.671452";"6.393883";20385;oui
Albertville;"73011";Auvergne-Rhône-Alpes;Savoie;73200;Monument;Fontaine;"45.66731";"6.398795";20385;oui
Albertville;"73011";Auvergne-Rhône-Alpes;Savoie;73200;Monument;Maison À Tourelles;"45.671452";"6.393883";20385;oui
Albertville;"73011";Auvergne-Rhône-Alpes;Savoie;73200;Monument;Petit Palais de Conflans;"45.671452";"6.393883";20385;oui
Albertville;"73011";Auvergne-Rhône-Alpes;Savoie;73200;Monument;Porte Tarine À Conflans;"45.671452";"6.393883";20385;oui
Albertville;"73011";Auvergne-Rhône-Alpes;Savoie;73200;Monument;Porte de Savoie À Conflans;"45.671452";"6.393883";20385;oui
Albertville;"73011";Auvergne-Rhône-Alpes;Savoie;73200;Monument;Tour Sarrazine;"45.671452";"6.393883";20385;oui
Albertville;"73011";Auvergne-Rhône-Alpes;Savoie;73200;Musique;Albertville jazz festival;"45.6683987277"; 6.40460338643;20385;oui
Albertville;"73011";Auvergne-Rhône-Alpes;Savoie;73200;Musique;Festival baroque de Tarentaise;"45.6683987277"; 6.40460338643;20385;oui
Albertville;"73011";Auvergne-Rhône-Alpes;Savoie;73200;Musique;Jazzbertville;"45.6683987277"; 6.40460338643;20385;oui
Albertville;"73011";Auvergne-Rhône-Alpes;Savoie;73200;Musée;Musée Municipal D'albertville-Conflans;"45.67068";"6.397372";20385;oui
Albertville;"73011";Auvergne-Rhône-Alpes;Savoie;73200;Pluridisciplinaire;Neige et glace;"45.6683987277"; 6.40460338643;20385;oui
Albertville;"73011";Auvergne-Rhône-Alpes;Savoie;73200;Scène;Dôme Théâtre;"45.6762285505021";"6.39243302378629";20385;oui
Albertville;"73011";Auvergne-Rhône-Alpes;Savoie;73200;Service d'archives;Archives municipales D'albertville;"45.675847";"6.392067";20385;oui
Alby-sur-Chéran;"74002";Auvergne-Rhône-Alpes;Haute-Savoie;74540;Bibliothèque;Bibliothèque Le Temps de Lire;"45.8169263816233";"6.02131215089019";2723;oui
Allaire;"56001";Bretagne;Morbihan;56350;Bibliothèque;Médiathèque Municipale;"47.6367109978685";-2.16524182092006;3999;oui
Allaire;"56001";Bretagne;Morbihan;56350;Cinéma, audiovisuel;Itinérances;"47.6392193445"; -2.17681507496;3999;oui
Allaire;"56001";Bretagne;Morbihan;56350;Monument;Manoir de Vau de Quip;"47.635177";-2.181354;3999;oui
Allaire;"56001";Bretagne;Morbihan;56350;Monument;Manoir de deil;"47.635177";-2.181354;3999;oui
Allaire;"56001";Bretagne;Morbihan;56350;Musique;Fête de la Bascule;"47.6392193445"; -2.17681507496;3999;oui
Allaire;"56001";Bretagne;Morbihan;56350;Musique;La Rue Râle;"47.6392193445"; -2.17681507496;3999;oui
Allanche;"15001";Auvergne-Rhône-Alpes;Cantal;15160;Bibliothèque;Bibliothèque-relais;"45.230002062273";"2.93489883832089";805;oui
Allanche;"15001";Auvergne-Rhône-Alpes;Cantal;15160;Monument;Ancien Château de Mercoeur, À Maillargues;"45.223592";"2.935545";805;oui
Allanche;"15001";Auvergne-Rhône-Alpes;Cantal;15160;Monument;Eglise Saint-Jean-Baptiste;"45.223592";"2.935545";805;oui
Allanche;"15001";Auvergne-Rhône-Alpes;Cantal;15160;Monument;Eglise Saint-Julien-de-Chanet;"45.223592";"2.935545";805;oui
Allanche;"15001";Auvergne-Rhône-Alpes;Cantal;15160;Musée;Micro-Folie CC Hautes Terres Communauté;"45.230276";"2.934749";805;oui
Allegre;"43003";Auvergne-Rhône-Alpes;Haute-Loire;43270;Spectacle vivant;Alegre Médieval;"45.1884321561"; 3.68990996082;878;oui
Allonnes;"49002";Pays de la Loire;Maine-et-Loire;49650;Bibliothèque;Bibliothèque d'Allonnes;"47.2932395331995";"0.0245142534720522";2981;oui
Allonnes;"49002";Pays de la Loire;Maine-et-Loire;49650;Monument;Domaine du Bellay;"47.305475";"0.006073";2981;oui
Allègre;"43003";Auvergne-Rhône-Alpes;Haute-Loire;;Espace protégé;Allègre, site patrimonial remarquable;"45.201322";"3.712303";878;oui
Allègre;"43003";Auvergne-Rhône-Alpes;Haute-Loire;43270;Bibliothèque;Médiathèque Germaine Tillion;"45.2000815250605";"3.71206613125175";878;oui
Allègre;"43003";Auvergne-Rhône-Alpes;Haute-Loire;43270;Monument;Calvaire À Trois Croix;"45.190625";"3.694173";878;oui
Allègre;"43003";Auvergne-Rhône-Alpes;Haute-Loire;43270;Monument;Chapelle des Pénitents;"45.190625";"3.694173";878;oui
Allègre;"43003";Auvergne-Rhône-Alpes;Haute-Loire;43270;Monument;Croix de Chemin;"45.186147";"3.691169";878;oui
Allègre;"43003";Auvergne-Rhône-Alpes;Haute-Loire;43270;Monument;Hôtel de Bar;"45.200518";"3.711843";878;oui
Allègre;"43003";Auvergne-Rhône-Alpes;Haute-Loire;43270;Monument;Portail de Monsieur;"45.190625";"3.694173";878;oui
Allègre;"43003";Auvergne-Rhône-Alpes;Haute-Loire;43270;Monument;Ruines du Château Et Terrain Qui Entoure Ces Ruines;"45.190625";"3.694173";878;oui
Altkirch;"68004";Grand Est;Haut-Rhin;68130;Arts visuels, arts numériques;Stuwa, parcours d'art et nature contemporain;"47.6210336538"; 7.24484329622;5737;oui
Altkirch;"68004";Grand Est;Haut-Rhin;68130;Bibliothèque;Bibliothèque d'Alsace - Site d'Altkirch;"47.6189827436596";"7.23220762277847";5737;oui
Altkirch;"68004";Grand Est;Haut-Rhin;68130;Bibliothèque;Médiathèque départementale du Sundgau;"47.6189827436596";"7.23220762277847";5737;oui
Altkirch;"68004";Grand Est;Haut-Rhin;68130;Centre d'art;Cac - Centre Rhénan D'art Contemporain;"47.6252336878021";"7.23900924336771";5737;oui
Altkirch;"68004";Grand Est;Haut-Rhin;68130;Cinéma;Palace Lumiere;"47.6237400499124";"7.2362197561474";5737;oui
Altkirch;"68004";Grand Est;Haut-Rhin;68130;Lieu archéologique;Musée Sundgauvien;"47.623564";"7.237432";5737;oui
Altkirch;"68004";Grand Est;Haut-Rhin;68130;Monument;Ancienne Maison du Bailli;"47.623564";"7.237432";5737;oui
Altkirch;"68004";Grand Est;Haut-Rhin;68130;Monument;Eglise Saint-Morand;"47.621928";"7.243415";5737;oui
Altkirch;"68004";Grand Est;Haut-Rhin;68130;Monument;Fontaine de La Vierge;"47.623628";"7.237189";5737;oui
Altkirch;"68004";Grand Est;Haut-Rhin;68130;Monument;Hôpital Saint-Morand;"47.621928";"7.243415";5737;oui
Altkirch;"68004";Grand Est;Haut-Rhin;68130;Monument;Hôtel de Ville;"47.621928";"7.243415";5737;oui
Altkirch;"68004";Grand Est;Haut-Rhin;68130;Monument;Maison;"47.622522";"7.237096";5737;oui
Altkirch;"68004";Grand Est;Haut-Rhin;68130;Monument;Maison;"47.622756";"7.23839";5737;oui
Altkirch;"68004";Grand Est;Haut-Rhin;68130;Monument;Maison;"47.62409";"7.237535";5737;oui
Altkirch;"68004";Grand Est;Haut-Rhin;68130;Monument;Maison Et Tour Sur La Muraille;"47.623514";"7.236013";5737;oui
Altkirch;"68004";Grand Est;Haut-Rhin;68130;Monument;Vieille Porte de Ville;"47.623628";"7.237189";5737;oui
Altkirch;"68004";Grand Est;Haut-Rhin;68130;Musée;Musée Sundgauvien D'altkirch;"47.6236765670506";"7.23787122451575";5737;oui
Altkirch;"68004";Grand Est;Haut-Rhin;68130;Théâtre;Halle au Blé;"47.6210284142233";"7.23632755893788";5737;oui
Altkrich;"68004";Grand Est;Haut-Rhin;68130;Musique;Festival de l'Amitié;"47.6210336538"; 7.24484329622;5737;oui
Ambert;"63003";Auvergne-Rhône-Alpes;Puy-de-Dôme;;Espace protégé;Ambert, site patrimonial remarquable;"45.569439";"3.725808";6859;oui
Ambert;"63003";Auvergne-Rhône-Alpes;Puy-de-Dôme;63600;Bibliothèque;Médiathèque Alexandre Vialatte;"45.5478019845799";"3.74584657778785";6859;oui
Ambert;"63003";Auvergne-Rhône-Alpes;Puy-de-Dôme;63600;Bibliothèque;Réseau de Lecture Ambert Livradois Forez;"45.5492144834954";"3.737667394242";6859;oui
Ambert;"63003";Auvergne-Rhône-Alpes;Puy-de-Dôme;63600;Cinéma;La Facade 1;"45.5479626809839";"3.74653146627898";6859;oui
Ambert;"63003";Auvergne-Rhône-Alpes;Puy-de-Dôme;63600;Librairie;Tout Un Monde;"45.5496013976555";"3.74101270956898";6859;oui
Ambert;"63003";Auvergne-Rhône-Alpes;Puy-de-Dôme;63600;Monument;Dolmen Dit La Pierre Couverte;"45.546775";"3.751777";6859;oui
Ambert;"63003";Auvergne-Rhône-Alpes;Puy-de-Dôme;63600;Monument;Eglise Saint-Jean;"45.546775";"3.751777";6859;oui
Ambert;"63003";Auvergne-Rhône-Alpes;Puy-de-Dôme;63600;Monument;Hôtel de Ville;"45.546775";"3.751777";6859;oui
Ambert;"63003";Auvergne-Rhône-Alpes;Puy-de-Dôme;63600;Monument;Maison du 15e Siècle;"45.550168";"3.740707";6859;oui
Ambert;"63003";Auvergne-Rhône-Alpes;Puy-de-Dôme;63600;Monument;Moulin À Papier de Richard-de-Bas;"45.546775";"3.751777";6859;oui
Ambert;"63003";Auvergne-Rhône-Alpes;Puy-de-Dôme;63600;Monument;Palais de Justice;"45.550168";"3.740707";6859;oui
Ambert;"63003";Auvergne-Rhône-Alpes;Puy-de-Dôme;63600;Musique;Fourmofolies;"45.5557839461"; 3.75625356567;6859;oui
Ambert;"63003";Auvergne-Rhône-Alpes;Puy-de-Dôme;63600;Musique;La ronde des copains du monde;"45.5557839461"; 3.75625356567;6859;oui
Ambert;"63003";Auvergne-Rhône-Alpes;Puy-de-Dôme;63600;Musique;World festival Ambert;"45.5557839461"; 3.75625356567;6859;oui
