latitude,longitude,cultural_density
49.6930546611,1.76924374516,1.6501650165016502
47.1340668703,5.87286847337,3.9840637450199203
47.1269966057,5.88626408283,3.389830508474576
47.5560384833,-1.49327262094,0.9601536245799328
47.4960879279,6.45060175112,3.048780487804878
50.1083582944,1.83209170207,1.826007564888483
49.5201068363,2.16636536385,1.9120458891013383
49.5991518653,3.17708232927,1.9342359767891684
48.3437461384,2.19127679346,5.882352941176471
49.2002692912,5.84406780319,4.166666666666667
47.427439192,6.92162186226,0.9000900090009001
43.4575019905,3.29923508306,0.5434782608695652
47.7934014233,6.27774541889,2.849002849002849
47.0649669593,5.37826421743,1.1560693641618498
46.9411244235,0.734787296451,2.6132404181184667
45.5817657415,0.759998823063,3.1201248049921997
50.3965609084,2.69725163344,1.010611419909045
49.085772994,1.97486524588,2.6761819803746656
48.5283257707,1.85096499421,0.7963897000265463
49.3942506112,0.286767648584,0.8130081300813008
48.7238409464,2.42117629348,0.5017561465127948
49.2565158648,6.35416455836,3.0864197530864197
47.7683562569,5.97257332225,4.62962962962963
46.2661080816,6.7321620538,1.8416206261510129
48.795057031,1.42001117062,1.6168148746968471
48.60157203,7.15576686053,0.6906077348066298
46.0955766716,3.45052482175,1.342281879194631
44.8163462455,6.94164442809,10.309278350515465
50.3283410844,3.29787586969,0.2361275088547816
46.0995520567,0.715822844014,7.8277886497064575
42.9398080836,-0.579066514702,4.264392324093817
48.58046231,7.62540605297,0.7920792079207921
50.0715561395,2.53117777106,1.694915254237288
47.5770070289,5.60745476371,13.88888888888889
50.272283128,2.75614634271,0.24841634579555336
47.1296847784,3.66418782377,6.289308176100629
49.5562211633,1.97185766368,2.4330900243309004
47.2826534372,2.45877786434,16.901408450704224
48.348528561,2.56456686676,1.6906170752324599
48.1464008617,-1.51879762112,0.42547156431711813
49.1655546426,0.698293841066,2.898550724637681
48.7694578544,1.10492466757,4.1928721174004195
50.3494049466,2.65503527981,1.2360939431396787
49.1648717394,1.1765581743,5.190311418685121
50.7293873198,2.07688748986,1.2406947890818858
49.3471963534,3.41817609834,2.876318312559923
49.4918922835,4.32704942138,2.0202020202020203
49.1087771245,2.95509279724,2.2857142857142856
48.7201535833,1.66232511762,1.5105740181268883
48.9062078499,7.20176753115,2.487562189054726
47.7061573284,6.39427632304,3.215434083601286
43.535473519,3.42608475989,0.7407407407407407
46.2646103374,0.789659194144,1.402524544179523
45.8440645304,4.41392129755,2.506265664160401
43.309129116,3.48447903133,0.881236442516269
43.3482634234,2.85354795637,7.936507936507937
44.2028139104,0.625583928763,1.5015465929907805
44.3513031939,2.69339680513,1.7699115044247788
47.1250474303,4.98564114053,4.081632653061225
48.1124478437,5.3380981717,6.191950464396285
48.7294061965,6.23559240727,2.192982456140351
44.640821375,0.382742954809,4.264392324093817
45.3450418284,3.4501817683,11.299435028248588
49.1154902114,-1.12991373053,0.6407518154634771
49.3961836166,2.38254589214,0.9511731135066582
50.3102322126,2.65021288373,2.998500749625187
49.7166573626,3.96043211816,5.2356020942408374
45.3365990336,4.85997858164,1.593625498007968
43.1539224601,-0.62932795894,1.8796992481203008
49.0388327181,-1.58144574808,1.332001332001332
45.281599202,0.745318376451,1.0995052226498077
46.6180197037,3.14884278466,22.082018927444796
45.7764888287,0.328082067918,4.597701149425287
45.3822931603,-0.469634235538,7.246376811594203
44.1613901609,3.06898957805,1.0706638115631693
43.5319239166,1.92450141388,4.081632653061225
43.1439687884,-1.16379898273,14.705882352941176
43.4042762685,-1.57067985884,0.48053820278712156
48.0242749675,-0.872848003304,0.5205622071837585
46.0861690765,2.02430101436,3.6014405762304924
47.3713563421,5.02129727446,0.6199628022318661
46.2820504466,-0.41429097467,0.5410279531109107
44.0695522099,4.31087905786,3.676470588235294
49.7902205775,4.77008728822,0.5924170616113744
43.6944329355,0.0870356646596,3.90625
47.6717538581,4.7507180753,7.380073800738008
43.3255517298,2.79308395136,3.401360544217687
43.3349232679,1.58645774821,4.098360655737705
48.0674422633,0.105520640211,0.5817335660267597
46.2907364441,-0.296041998938,1.039717196922437
45.8891702634,-0.000376399361894,0.6176652254478073
43.5693635882,1.58421445375,0.7633587786259542
46.116506287,-0.944542003492,0.21958717610891523
47.0719256611,-1.41556455507,0.4750593824228028
43.9613248241,4.11795546515,3.802281368821293
