Commune	PTOT	REG	DEP	Région	latitude	longitude	code_insee	Type équipement ou lieu	count	categorie
Saint-Mesmin	908.0	44.0	10	Grand Est	48.4369664082	3.89872863616	10353	Bibliothèque	1	vivant
Saint-Nicolas-la-Chapelle	69.0	44.0	10	Grand Est	48.5229300856	3.47856484513	10355	Monument	2	patrimoine
Saint-Parres-aux-Tertres	3248.0	44.0	10	Grand Est	48.2913084954	4.13302448391	10357	Bibliothèque	1	vivant
Saint-Parres-aux-Tertres	3248.0	44.0	10	Grand Est	48.2913084954	4.13302448391	10357	Monument	2	patrimoine
Saint-Parres-lès-Vaudes	1083.0	44.0	10	Grand Est	48.1734919803	4.21620941399	10358	Bibliothèque	1	vivant
Saint-Phal	521.0	44.0	10	Grand Est	48.1142637321	4.00171688367	10359	Monument	1	patrimoine
Saint-Pouange	1226.0	44.0	10	Grand Est	48.224064228	4.04074318461	10360	Bibliothèque	1	vivant
Sainte-Savine	10855.0	44.0	10	Grand Est	48.2963408998	4.02333022061	10362	Bibliothèque	1	vivant
Sainte-Savine	10855.0	44.0	10	Grand Est	48.2963408998	4.02333022061	10362	Conservatoire	1	vivant
Sainte-Savine	10855.0	44.0	10	Grand Est	48.2963408998	4.02333022061	10362	Lieu archéologique	2	patrimoine
Sainte-Savine	10855.0	44.0	10	Grand Est	48.2963408998	4.02333022061	10362	Monument	3	patrimoine
Sainte-Savine	10855.0	44.0	10	Grand Est	48.2963408998	4.02333022061	10362	Service d'archives	1	patrimoine
Saint-Thibault	549.0	44.0	10	Grand Est	48.2010515888	4.14696728723	10363	Bibliothèque	1	vivant
Saint-Thibault	549.0	44.0	10	Grand Est	48.2010515888	4.14696728723	10363	Monument	1	patrimoine
Salon	129.0	44.0	10	Grand Est	48.6427112307	4.01781744354	10365	Monument	1	patrimoine
Saulcy	65.0	44.0	10	Grand Est	48.2775769597	4.83542439731	10366	Monument	1	patrimoine
La Saulsotte	684.0	44.0	10	Grand Est	48.5502087528	3.50552882992	10367	Monument	4	patrimoine
Savières	1066.0	44.0	10	Grand Est	48.4057771573	3.935288338	10368	Bibliothèque	1	vivant
Savières	1066.0	44.0	10	Grand Est	48.4057771573	3.935288338	10368	Monument	1	patrimoine
Semoine	214.0	44.0	10	Grand Est	48.6735130864	4.09378069924	10369	Bibliothèque	1	vivant
Soligny-les-Étangs	257.0	44.0	10	Grand Est	48.4021938714	3.51624678712	10370	Monument	1	patrimoine
Soulaines-Dhuys	427.0	44.0	10	Grand Est	48.3784420023	4.71797387888	10372	Bibliothèque	1	vivant
Soulaines-Dhuys	427.0	44.0	10	Grand Est	48.3784420023	4.71797387888	10372	Monument	5	patrimoine
Spoy	150.0	44.0	10	Grand Est	48.2276371502	4.61406016756	10374	Monument	1	patrimoine
Thennelières	340.0	44.0	10	Grand Est	48.2893448693	4.18526592573	10375	Bibliothèque	1	vivant
Torcy-le-Grand	454.0	44.0	10	Grand Est	48.5234326195	4.16799145735	10379	Bibliothèque	1	vivant
Torvilliers	1068.0	44.0	10	Grand Est	48.2754934679	3.97217127639	10381	Bibliothèque	1	vivant
Torvilliers	1068.0	44.0	10	Grand Est	48.2754934679	3.97217127639	10381	Monument	1	patrimoine
Traînel	1037.0	44.0	10	Grand Est	48.4140944853	3.45656011239	10382	Bibliothèque	1	vivant
Trannes	207.0	44.0	10	Grand Est	48.3069705851	4.5990873423	10384	Bibliothèque	1	vivant
Trannes	207.0	44.0	10	Grand Est	48.3069705851	4.5990873423	10384	Monument	2	patrimoine
Trouans	216.0	44.0	10	Grand Est	48.6388005085	4.24987699201	10386	Monument	2	patrimoine
Troyes	63883.0	44.0	10	Grand Est	48.2967099637	4.07827967525	10387	Bibliothèque	3	vivant
Troyes	63883.0	44.0	10	Grand Est	48.2967099637	4.07827967525	10387	Centre d'art	1	vivant
Troyes	63883.0	44.0	10	Grand Est	48.2967099637	4.07827967525	10387	Cinéma	1	vivant
Troyes	63883.0	44.0	10	Grand Est	48.2967099637	4.07827967525	10387	Conservatoire	1	vivant
Troyes	63883.0	44.0	10	Grand Est	48.2967099637	4.07827967525	10387	Espace protégé	1	patrimoine
Troyes	63883.0	44.0	10	Grand Est	48.2967099637	4.07827967525	10387	Librairie	2	vivant
Troyes	63883.0	44.0	10	Grand Est	48.2967099637	4.07827967525	10387	Monument	46	patrimoine
Troyes	63883.0	44.0	10	Grand Est	48.2967099637	4.07827967525	10387	Musée	7	vivant
Troyes	63883.0	44.0	10	Grand Est	48.2967099637	4.07827967525	10387	Scène	1	vivant
Troyes	63883.0	44.0	10	Grand Est	48.2967099637	4.07827967525	10387	Service d'archives	2	patrimoine
Troyes	63883.0	44.0	10	Grand Est	48.2967099637	4.07827967525	10387	Théâtre	1	vivant
Unienville	113.0	44.0	10	Grand Est	48.3173788807	4.54850083928	10389	Monument	2	patrimoine
Urville	119.0	44.0	10	Grand Est	48.1668057798	4.66928684991	10390	Monument	1	patrimoine
Vallant-Saint-Georges	419.0	44.0	10	Grand Est	48.4606930046	3.88605241357	10392	Bibliothèque	1	vivant
Vallant-Saint-Georges	419.0	44.0	10	Grand Est	48.4606930046	3.88605241357	10392	Monument	1	patrimoine
Vallentigny	184.0	44.0	10	Grand Est	48.442454066	4.61489587199	10393	Monument	2	patrimoine
Vallières	169.0	44.0	10	Grand Est	47.9992814172	4.06184063227	10394	Monument	1	patrimoine
Vanlay	297.0	44.0	10	Grand Est	48.0188179751	4.01889408699	10395	Bibliothèque	1	vivant
Vanlay	297.0	44.0	10	Grand Est	48.0188179751	4.01889408699	10395	Monument	3	patrimoine
Vauchassis	506.0	44.0	10	Grand Est	48.2092064967	3.92631536187	10396	Monument	1	patrimoine
Vauchonvilliers	171.0	44.0	10	Grand Est	48.266444897	4.53268851278	10397	Monument	1	patrimoine
Vaudes	730.0	44.0	10	Grand Est	48.1755264671	4.1822235389	10399	Monument	1	patrimoine
Vendeuvre-sur-Barse	2328.0	44.0	10	Grand Est	48.2461425886	4.46090923858	10401	Bibliothèque	1	vivant
Vendeuvre-sur-Barse	2328.0	44.0	10	Grand Est	48.2461425886	4.46090923858	10401	Cinéma	1	vivant
Vendeuvre-sur-Barse	2328.0	44.0	10	Grand Est	48.2461425886	4.46090923858	10401	Monument	2	patrimoine
Verrières	1892.0	44.0	10	Grand Est	48.2345711401	4.15425792921	10406	Bibliothèque	1	vivant
Verrières	1892.0	44.0	10	Grand Est	48.2345711401	4.15425792921	10406	Monument	3	patrimoine
Viâpres-le-Petit	141.0	44.0	10	Grand Est	48.5822319187	4.05387093659	10408	Bibliothèque	1	vivant
Villacerf	610.0	44.0	10	Grand Est	48.407677761	4.00228117316	10409	Monument	1	patrimoine
La Ville-aux-Bois	28.0	44.0	10	Grand Est	48.4038925077	4.68731356148	10411	Monument	1	patrimoine
Villechétif	970.0	44.0	10	Grand Est	48.3182253913	4.14937893854	10412	Bibliothèque	1	vivant
Villemereuil	246.0	44.0	10	Grand Est	48.2017413737	4.08326296474	10416	Monument	2	patrimoine
Villemorien	210.0	44.0	10	Grand Est	48.0798060719	4.2947230418	10418	Bibliothèque	1	vivant
Villemorien	210.0	44.0	10	Grand Est	48.0798060719	4.2947230418	10418	Monument	1	patrimoine
Villenauxe-la-Grande	2685.0	44.0	10	Grand Est	48.5945779935	3.5477753332	10420	Bibliothèque	1	vivant
Villenauxe-la-Grande	2685.0	44.0	10	Grand Est	48.5945779935	3.5477753332	10420	Monument	3	patrimoine
La Villeneuve-au-Châtelot	151.0	44.0	10	Grand Est	48.5495270783	3.60717347149	10421	Lieu archéologique	1	patrimoine
La Villeneuve-au-Châtelot	151.0	44.0	10	Grand Est	48.5495270783	3.60717347149	10421	Monument	3	patrimoine
Villeret	66.0	44.0	10	Grand Est	48.481503616	4.58651626543	10424	Monument	1	patrimoine
Ville-sous-la-Ferté	917.0	44.0	10	Grand Est	48.1358669154	4.77205760299	10426	Bibliothèque	1	vivant
Ville-sous-la-Ferté	917.0	44.0	10	Grand Est	48.1358669154	4.77205760299	10426	Monument	1	patrimoine
Ville-sur-Arce	208.0	44.0	10	Grand Est	48.1090387806	4.4449720869	10427	Monument	1	patrimoine
Ville-sur-Terre	104.0	44.0	10	Grand Est	48.3359047589	4.7348362857	10428	Monument	1	patrimoine
Villiers-Herbisse	85.0	44.0	10	Grand Est	48.6429563975	4.122661962	10430	Monument	1	patrimoine
Villy-le-Maréchal	193.0	44.0	10	Grand Est	48.1889486496	4.07411625371	10435	Monument	1	patrimoine
Virey-sous-Bar	607.0	44.0	10	Grand Est	48.1344044788	4.30578605656	10437	Bibliothèque	1	vivant
Vosnon	236.0	44.0	10	Grand Est	48.1085969671	3.83539152599	10441	Bibliothèque	1	vivant
Voué	716.0	44.0	10	Grand Est	48.459643518	4.12408661799	10442	Bibliothèque	1	vivant
Voué	716.0	44.0	10	Grand Est	48.459643518	4.12408661799	10442	Monument	1	patrimoine
Yèvres-le-Petit	62.0	44.0	10	Grand Est	48.4793934797	4.49202256762	10445	Monument	1	patrimoine
Aigues-Vives	554.0	76.0	11	Occitanie	43.2351468241	2.5327825562	11001	Bibliothèque	1	vivant
Aigues-Vives	554.0	76.0	11	Occitanie	43.2351468241	2.5327825562	11001	Monument	1	patrimoine
Airoux	178.0	76.0	11	Occitanie	43.3676910136	1.87455000904	11002	Monument	2	patrimoine
Ajac	202.0	76.0	11	Occitanie	43.0449880503	2.13672463655	11003	Bibliothèque	1	vivant
Alaigne	337.0	76.0	11	Occitanie	43.0978286628	2.09203368421	11004	Bibliothèque	1	vivant
Alaigne	337.0	76.0	11	Occitanie	43.0978286628	2.09203368421	11004	Monument	1	patrimoine
Alairac	1396.0	76.0	11	Occitanie	43.1820306523	2.2370439206	11005	Bibliothèque	1	vivant
Alairac	1396.0	76.0	11	Occitanie	43.1820306523	2.2370439206	11005	Monument	3	patrimoine
Alet-les-Bains	391.0	76.0	11	Occitanie	42.9943909775	2.25844650226	11008	Bibliothèque	1	vivant
Alet-les-Bains	391.0	76.0	11	Occitanie	42.9943909775	2.25844650226	11008	Monument	20	patrimoine
Antugnac	285.0	76.0	11	Occitanie	42.9622347688	2.21863246536	11010	Monument	1	patrimoine
Aragon	484.0	76.0	11	Occitanie	43.298766565	2.30707240315	11011	Bibliothèque	1	vivant
Aragon	484.0	76.0	11	Occitanie	43.298766565	2.30707240315	11011	Espace protégé	1	patrimoine
Aragon	484.0	76.0	11	Occitanie	43.298766565	2.30707240315	11011	Monument	2	patrimoine
Argeliers	2176.0	76.0	11	Occitanie	43.3110246072	2.91115452781	11012	Bibliothèque	1	vivant
Argeliers	2176.0	76.0	11	Occitanie	43.3110246072	2.91115452781	11012	Monument	1	patrimoine
Argens-Minervois	359.0	76.0	11	Occitanie	43.2458340699	2.77062357779	11013	Bibliothèque	1	vivant
Armissan	1517.0	76.0	11	Occitanie	43.187641628	3.08927705991	11014	Bibliothèque	1	vivant
Armissan	1517.0	76.0	11	Occitanie	43.187641628	3.08927705991	11014	Monument	1	patrimoine
Arques	262.0	76.0	11	Occitanie	42.9472177334	2.38719202465	11015	Bibliothèque	1	vivant
Arques	262.0	76.0	11	Occitanie	42.9472177334	2.38719202465	11015	Monument	2	patrimoine
Arquettes-en-Val	82.0	76.0	11	Occitanie	43.1050377635	2.49669784552	11016	Bibliothèque	1	vivant
Arzens	1236.0	76.0	11	Occitanie	43.2008547509	2.20537916173	11018	Bibliothèque	1	vivant
Arzens	1236.0	76.0	11	Occitanie	43.2008547509	2.20537916173	11018	Monument	3	patrimoine
Auriac	34.0	76.0	11	Occitanie	42.9256351469	2.4945438405	11020	Monument	2	patrimoine
Axat	504.0	76.0	11	Occitanie	42.7974645623	2.24059640574	11021	Bibliothèque	1	vivant
Azille	1155.0	76.0	11	Occitanie	43.2737058086	2.65746942689	11022	Bibliothèque	1	vivant
Azille	1155.0	76.0	11	Occitanie	43.2737058086	2.65746942689	11022	Monument	5	patrimoine
Badens	753.0	76.0	11	Occitanie	43.2207146123	2.50470148133	11023	Bibliothèque	1	vivant
Bages	794.0	76.0	11	Occitanie	43.1176416685	2.97718129024	11024	Bibliothèque	1	vivant
Bages	794.0	76.0	11	Occitanie	43.1176416685	2.97718129024	11024	Espace protégé	1	patrimoine
Bages	794.0	76.0	11	Occitanie	43.1176416685	2.97718129024	11024	Scène	1	vivant
Bagnoles	315.0	76.0	11	Occitanie	43.2681435431	2.44889439842	11025	Bibliothèque	1	vivant
Baraigne	171.0	76.0	11	Occitanie	43.3308772937	1.82285483659	11026	Monument	2	patrimoine
Barbaira	811.0	76.0	11	Occitanie	43.1754326219	2.51471602722	11027	Bibliothèque	1	vivant
Barbaira	811.0	76.0	11	Occitanie	43.1754326219	2.51471602722	11027	Monument	2	patrimoine
Belcaire	380.0	76.0	11	Occitanie	42.831546255	1.94592570583	11028	Bibliothèque	1	vivant
Belcaire	380.0	76.0	11	Occitanie	42.831546255	1.94592570583	11028	Monument	1	patrimoine
Belflou	117.0	76.0	11	Occitanie	43.3189976269	1.798174168	11030	Monument	3	patrimoine
Belpech	1371.0	76.0	11	Occitanie	43.2034214828	1.76339036009	11033	Bibliothèque	1	vivant
Belpech	1371.0	76.0	11	Occitanie	43.2034214828	1.76339036009	11033	Monument	7	patrimoine
Belvèze-du-Razès	857.0	76.0	11	Occitanie	43.1243426589	2.09178940091	11034	Bibliothèque	1	vivant
Belvianes-et-Cavirac	253.0	76.0	11	Occitanie	42.8470909079	2.21251651397	11035	Monument	1	patrimoine
Belvis	162.0	76.0	11	Occitanie	42.8560597727	2.07533369425	11036	Bibliothèque	1	vivant
Belvis	162.0	76.0	11	Occitanie	42.8560597727	2.07533369425	11036	Monument	1	patrimoine
Berriac	947.0	76.0	11	Occitanie	43.21409862	2.40773271657	11037	Théâtre	1	vivant
Bizanet	1795.0	76.0	11	Occitanie	43.1482543689	2.86981441339	11040	Bibliothèque	1	vivant
Bizanet	1795.0	76.0	11	Occitanie	43.1482543689	2.86981441339	11040	Monument	2	patrimoine
Bize-Minervois	1273.0	76.0	11	Occitanie	43.3290216831	2.87155465865	11041	Bibliothèque	1	vivant
Bize-Minervois	1273.0	76.0	11	Occitanie	43.3290216831	2.87155465865	11041	Lieu archéologique	1	patrimoine
Bize-Minervois	1273.0	76.0	11	Occitanie	43.3290216831	2.87155465865	11041	Monument	1	patrimoine
Blomac	248.0	76.0	11	Occitanie	43.2134329065	2.58856166964	11042	Bibliothèque	1	vivant
Blomac	248.0	76.0	11	Occitanie	43.2134329065	2.58856166964	11042	Monument	2	patrimoine
Bouilhonnac	225.0	76.0	11	Occitanie	43.232345623	2.44410859417	11043	Bibliothèque	1	vivant
Bouilhonnac	225.0	76.0	11	Occitanie	43.232345623	2.44410859417	11043	Monument	1	patrimoine
Bouisse	101.0	76.0	11	Occitanie	42.9841940805	2.43400425918	11044	Bibliothèque	1	vivant
Bourigeole	55.0	76.0	11	Occitanie	42.9855167789	2.12392685607	11046	Monument	1	patrimoine
Le Bousquet	50.0	76.0	11	Occitanie	42.7166535371	2.1756411124	11047	Bibliothèque	1	vivant
Boutenac	748.0	76.0	11	Occitanie	43.1464757563	2.79815661148	11048	Bibliothèque	1	vivant
Boutenac	748.0	76.0	11	Occitanie	43.1464757563	2.79815661148	11048	Monument	1	patrimoine
Bram	3309.0	76.0	11	Occitanie	43.2514206471	2.11029895207	11049	Bibliothèque	1	vivant
Bram	3309.0	76.0	11	Occitanie	43.2514206471	2.11029895207	11049	Lieu archéologique	1	patrimoine
Bram	3309.0	76.0	11	Occitanie	43.2514206471	2.11029895207	11049	Monument	2	patrimoine
Bram	3309.0	76.0	11	Occitanie	43.2514206471	2.11029895207	11049	Musée	1	vivant
Brugairolles	300.0	76.0	11	Occitanie	43.1356849654	2.16049752521	11053	Bibliothèque	1	vivant
Bugarach	244.0	76.0	11	Occitanie	42.8784709373	2.35059589731	11055	Bibliothèque	1	vivant
Bugarach	244.0	76.0	11	Occitanie	42.8784709373	2.35059589731	11055	Monument	1	patrimoine
Cabrespine	173.0	76.0	11	Occitanie	43.3764538568	2.47186785708	11056	Bibliothèque	1	vivant
Cabrespine	173.0	76.0	11	Occitanie	43.3764538568	2.47186785708	11056	Lieu archéologique	1	patrimoine
Cabrespine	173.0	76.0	11	Occitanie	43.3764538568	2.47186785708	11056	Monument	2	patrimoine
Cahuzac	27.0	76.0	11	Occitanie	43.1910457149	1.8547719586	11057	Monument	1	patrimoine
Cailhau	260.0	76.0	11	Occitanie	43.1451890144	2.13010881163	11058	Bibliothèque	1	vivant
Cailhavel	148.0	76.0	11	Occitanie	43.1654349576	2.12414531475	11059	Bibliothèque	1	vivant
Campagne-sur-Aude	613.0	76.0	11	Occitanie	42.9155446824	2.20241626572	11063	Bibliothèque	1	vivant
Camps-sur-l'Agly	56.0	76.0	11	Occitanie	42.8638864709	2.41909357872	11065	Bibliothèque	1	vivant
Camurac	107.0	76.0	11	Occitanie	42.79912779	1.92368266374	11066	Bibliothèque	1	vivant
Canet	1854.0	76.0	11	Occitanie	43.2263270796	2.83123999016	11067	Bibliothèque	1	vivant
Canet	1854.0	76.0	11	Occitanie	43.2263270796	2.83123999016	11067	Monument	1	patrimoine
Capendu	1510.0	76.0	11	Occitanie	43.1836102247	2.5538350475	11068	Bibliothèque	1	vivant
Capendu	1510.0	76.0	11	Occitanie	43.1836102247	2.5538350475	11068	Monument	2	patrimoine
Carcassonne	47345.0	76.0	11	Occitanie	43.2093798444	2.34398855385	11069	Bibliothèque	8	vivant
Carcassonne	47345.0	76.0	11	Occitanie	43.2093798444	2.34398855385	11069	Cinéma	3	vivant
Carcassonne	47345.0	76.0	11	Occitanie	43.2093798444	2.34398855385	11069	Conservatoire	1	vivant
Carcassonne	47345.0	76.0	11	Occitanie	43.2093798444	2.34398855385	11069	Espace protégé	2	patrimoine
Carcassonne	47345.0	76.0	11	Occitanie	43.2093798444	2.34398855385	11069	Librairie	1	vivant
Carcassonne	47345.0	76.0	11	Occitanie	43.2093798444	2.34398855385	11069	Lieu archéologique	1	patrimoine
Carcassonne	47345.0	76.0	11	Occitanie	43.2093798444	2.34398855385	11069	Lieu de mémoire	1	patrimoine
Carcassonne	47345.0	76.0	11	Occitanie	43.2093798444	2.34398855385	11069	Monument	49	patrimoine
Carcassonne	47345.0	76.0	11	Occitanie	43.2093798444	2.34398855385	11069	Musée	2	vivant
Carcassonne	47345.0	76.0	11	Occitanie	43.2093798444	2.34398855385	11069	Service d'archives	2	patrimoine
Carlipa	344.0	76.0	11	Occitanie	43.306335097	2.12148270363	11070	Bibliothèque	1	vivant
Cascastel-des-Corbières	221.0	76.0	11	Occitanie	42.9806877582	2.74761489893	11071	Bibliothèque	1	vivant
Cascastel-des-Corbières	221.0	76.0	11	Occitanie	42.9806877582	2.74761489893	11071	Monument	1	patrimoine
Les Cassés	322.0	76.0	11	Occitanie	43.4266610754	1.86444537803	11074	Monument	2	patrimoine
Castans	133.0	76.0	11	Occitanie	43.4141480376	2.48796143931	11075	Monument	1	patrimoine
Castelnaudary	12974.0	76.0	11	Occitanie	43.3230173159	1.96073752488	11076	Bibliothèque	1	vivant
Castelnaudary	12974.0	76.0	11	Occitanie	43.3230173159	1.96073752488	11076	Cinéma	1	vivant
Castelnaudary	12974.0	76.0	11	Occitanie	43.3230173159	1.96073752488	11076	Espace protégé	1	patrimoine
Castelnaudary	12974.0	76.0	11	Occitanie	43.3230173159	1.96073752488	11076	Lieu archéologique	1	patrimoine
Castelnaudary	12974.0	76.0	11	Occitanie	43.3230173159	1.96073752488	11076	Monument	17	patrimoine
Castelnaudary	12974.0	76.0	11	Occitanie	43.3230173159	1.96073752488	11076	Musée	1	vivant
Castelnaudary	12974.0	76.0	11	Occitanie	43.3230173159	1.96073752488	11076	Service d'archives	1	patrimoine
Castelnaudary	12974.0	76.0	11	Occitanie	43.3230173159	1.96073752488	11076	Théâtre	1	vivant
Castelnau-d'Aude	509.0	76.0	11	Occitanie	43.2334707961	2.67749002021	11077	Bibliothèque	1	vivant
Castelreng	207.0	76.0	11	Occitanie	43.0207809156	2.12731730664	11078	Bibliothèque	1	vivant
Castelreng	207.0	76.0	11	Occitanie	43.0207809156	2.12731730664	11078	Monument	1	patrimoine
Val de Lambronne	163.0	76.0	11	Occitanie	43.074926897	1.97483631739	11080	Bibliothèque	1	vivant
Val de Lambronne	163.0	76.0	11	Occitanie	43.074926897	1.97483631739	11080	Monument	1	patrimoine
Caunes-Minervois	1610.0	76.0	11	Occitanie	43.3327963198	2.51635482478	11081	Bibliothèque	1	vivant
Caunes-Minervois	1610.0	76.0	11	Occitanie	43.3327963198	2.51635482478	11081	Monument	10	patrimoine
Caunette-sur-Lauquet	10.0	76.0	11	Occitanie	43.027894163	2.42690541874	11082	Théâtre	1	vivant
Caux-et-Sauzens	1024.0	76.0	11	Occitanie	43.2258961133	2.25442069615	11084	Bibliothèque	1	vivant
Caux-et-Sauzens	1024.0	76.0	11	Occitanie	43.2258961133	2.25442069615	11084	Monument	1	patrimoine
Cavanac	1028.0	76.0	11	Occitanie	43.1689835434	2.33479005955	11085	Bibliothèque	1	vivant
Cavanac	1028.0	76.0	11	Occitanie	43.1689835434	2.33479005955	11085	Monument	3	patrimoine
Caves	899.0	76.0	11	Occitanie	42.9370852126	2.96042838757	11086	Bibliothèque	1	vivant
Cazalrenoux	101.0	76.0	11	Occitanie	43.1886848888	1.94714608711	11087	Monument	1	patrimoine
Cépie	626.0	76.0	11	Occitanie	43.1079654901	2.23811930779	11090	Bibliothèque	1	vivant
Chalabre	1158.0	76.0	11	Occitanie	42.9817651679	2.01049024009	11091	Bibliothèque	1	vivant
Chalabre	1158.0	76.0	11	Occitanie	42.9817651679	2.01049024009	11091	Monument	2	patrimoine
Citou	97.0	76.0	11	Occitanie	43.3755029489	2.53256904263	11092	Bibliothèque	1	vivant
Citou	97.0	76.0	11	Occitanie	43.3755029489	2.53256904263	11092	Monument	2	patrimoine
Clermont-sur-Lauquet	29.0	76.0	11	Occitanie	43.0464846976	2.4293167495	11094	Monument	2	patrimoine
Conilhac-Corbières	919.0	76.0	11	Occitanie	43.1847654132	2.71572755182	11098	Bibliothèque	1	vivant
Conques-sur-Orbiel	2623.0	76.0	11	Occitanie	43.2842108379	2.38445720467	11099	Bibliothèque	1	vivant
Conques-sur-Orbiel	2623.0	76.0	11	Occitanie	43.2842108379	2.38445720467	11099	Monument	3	patrimoine
Couffoulens	567.0	76.0	11	Occitanie	43.1550733435	2.30512897888	11102	Bibliothèque	1	vivant
Couffoulens	567.0	76.0	11	Occitanie	43.1550733435	2.30512897888	11102	Monument	3	patrimoine
Couiza	1147.0	76.0	11	Occitanie	42.9352199297	2.27047605296	11103	Bibliothèque	1	vivant
Couiza	1147.0	76.0	11	Occitanie	42.9352199297	2.27047605296	11103	Monument	1	patrimoine
Counozouls	55.0	76.0	11	Occitanie	42.701706795	2.23007242592	11104	Bibliothèque	1	vivant
Cournanel	706.0	76.0	11	Occitanie	43.0297699245	2.23528266508	11105	Bibliothèque	1	vivant
Cournanel	706.0	76.0	11	Occitanie	43.0297699245	2.23528266508	11105	Monument	2	patrimoine
Coursan	5846.0	76.0	11	Occitanie	43.247330951	3.05926886129	11106	Bibliothèque	1	vivant
Coursan	5846.0	76.0	11	Occitanie	43.247330951	3.05926886129	11106	Monument	3	patrimoine
Coustaussa	52.0	76.0	11	Occitanie	42.9367588935	2.28608186295	11109	Monument	1	patrimoine
Coustouge	115.0	76.0	11	Occitanie	43.0570093399	2.74399307866	11110	Bibliothèque	1	vivant
Cruscades	934.0	76.0	11	Occitanie	43.200032094	2.81675386265	11111	Bibliothèque	1	vivant
Cucugnan	117.0	76.0	11	Occitanie	42.8512642371	2.60941588614	11113	Monument	1	patrimoine
Cuxac-Cabardès	949.0	76.0	11	Occitanie	43.3915075028	2.2785219316	11115	Bibliothèque	1	vivant
Cuxac-Cabardès	949.0	76.0	11	Occitanie	43.3915075028	2.2785219316	11115	Monument	1	patrimoine
Cuxac-d'Aude	4117.0	76.0	11	Occitanie	43.2578013318	3.00547549948	11116	Bibliothèque	1	vivant
Cuxac-d'Aude	4117.0	76.0	11	Occitanie	43.2578013318	3.00547549948	11116	Monument	1	patrimoine
Davejean	133.0	76.0	11	Occitanie	42.9586371128	2.60630831881	11117	Bibliothèque	1	vivant
La Digne-d'Amont	296.0	76.0	11	Occitanie	43.0391924198	2.16079139515	11119	Bibliothèque	1	vivant
La Digne-d'Amont	296.0	76.0	11	Occitanie	43.0391924198	2.16079139515	11119	Monument	1	patrimoine
La Digne-d'Aval	542.0	76.0	11	Occitanie	43.045934192	2.17910836448	11120	Bibliothèque	1	vivant
La Digne-d'Aval	542.0	76.0	11	Occitanie	43.045934192	2.17910836448	11120	Monument	2	patrimoine
Douzens	790.0	76.0	11	Occitanie	43.1792686737	2.61186266424	11122	Bibliothèque	1	vivant
Duilhac-sous-Peyrepertuse	151.0	76.0	11	Occitanie	42.8656597	2.56758604959	11123	Bibliothèque	1	vivant
Duilhac-sous-Peyrepertuse	151.0	76.0	11	Occitanie	42.8656597	2.56758604959	11123	Espace protégé	1	patrimoine
Duilhac-sous-Peyrepertuse	151.0	76.0	11	Occitanie	42.8656597	2.56758604959	11123	Monument	1	patrimoine
Durban-Corbières	659.0	76.0	11	Occitanie	42.9976164909	2.81275011537	11124	Bibliothèque	1	vivant
Durban-Corbières	659.0	76.0	11	Occitanie	42.9976164909	2.81275011537	11124	Monument	1	patrimoine
Embres-et-Castelmaure	151.0	76.0	11	Occitanie	42.9295753013	2.81822778929	11125	Bibliothèque	1	vivant
Embres-et-Castelmaure	151.0	76.0	11	Occitanie	42.9295753013	2.81822778929	11125	Monument	1	patrimoine
Escales	486.0	76.0	11	Occitanie	43.2228544112	2.70834893328	11126	Bibliothèque	1	vivant
Escales	486.0	76.0	11	Occitanie	43.2228544112	2.70834893328	11126	Monument	2	patrimoine
Escouloubre	74.0	76.0	11	Occitanie	42.7315992556	2.1323327803	11127	Monument	1	patrimoine
Escueillens-et-Saint-Just-de-Bélengard	144.0	76.0	11	Occitanie	43.100423517	2.02148370571	11128	Bibliothèque	1	vivant
Espéraza	1732.0	76.0	11	Occitanie	42.9316895316	2.22104640259	11129	Bibliothèque	1	vivant
Espéraza	1732.0	76.0	11	Occitanie	42.9316895316	2.22104640259	11129	Monument	2	patrimoine
Espezel	235.0	76.0	11	Occitanie	42.8429058129	2.02561550138	11130	Bibliothèque	1	vivant
Val-du-Faby	596.0	76.0	11	Occitanie	42.9276860891	2.17956693905	11131	Bibliothèque	2	vivant
Val-du-Faby	596.0	76.0	11	Occitanie	42.9276860891	2.17956693905	11131	Monument	1	patrimoine
Fabrezan	1275.0	76.0	11	Occitanie	43.1259965939	2.70495303156	11132	Bibliothèque	1	vivant
Fabrezan	1275.0	76.0	11	Occitanie	43.1259965939	2.70495303156	11132	Monument	3	patrimoine
Fanjeaux	962.0	76.0	11	Occitanie	43.1870163521	2.03666099746	11136	Bibliothèque	1	vivant
Fanjeaux	962.0	76.0	11	Occitanie	43.1870163521	2.03666099746	11136	Monument	2	patrimoine
Félines-Termenès	135.0	76.0	11	Occitanie	42.984590933	2.61454462855	11137	Bibliothèque	1	vivant
Félines-Termenès	135.0	76.0	11	Occitanie	42.984590933	2.61454462855	11137	Monument	1	patrimoine
Ferrals-les-Corbières	1288.0	76.0	11	Occitanie	43.1431544039	2.7387140866	11140	Bibliothèque	1	vivant
Ferrals-les-Corbières	1288.0	76.0	11	Occitanie	43.1431544039	2.7387140866	11140	Cinéma	1	vivant
Festes-et-Saint-André	194.0	76.0	11	Occitanie	42.9618144716	2.11582079753	11142	Bibliothèque	1	vivant
Fitou	1138.0	76.0	11	Occitanie	42.8959362575	2.96671997397	11144	Bibliothèque	1	vivant
