latitude	longitude	code_insee	Type équipement ou lieu	count	categorie
45.7272583786	4.15060346621	42174	Bibliothèque	1	vivant
45.7272583786	4.15060346621	42174	Monument	2	patrimoine
45.8008382114	4.23299692399	42175	Bibliothèque	1	vivant
45.8008382114	4.23299692399	42175	Espace protégé	1	patrimoine
45.8008382114	4.23299692399	42175	Monument	4	patrimoine
46.0446906414	3.97809193807	42176	Bibliothèque	1	vivant
46.0446906414	3.97809193807	42176	Monument	2	patrimoine
46.1354023515	4.13250530885	42177	Bibliothèque	1	vivant
46.1354023515	4.13250530885	42177	Monument	3	patrimoine
46.0000456451	4.17170231294	42178	Bibliothèque	1	vivant
45.6602466343	4.02060723692	42179	Bibliothèque	1	vivant
45.5884894185	4.14915558403	42180	Bibliothèque	1	vivant
45.5884894185	4.14915558403	42180	Monument	2	patrimoine
45.9973316564	4.21374559587	42181	Bibliothèque	1	vivant
45.9973316564	4.21374559587	42181	Monument	1	patrimoine
46.0476606321	3.90857597535	42182	Bibliothèque	1	vivant
46.0476606321	3.90857597535	42182	Monument	1	patrimoine
45.4033695674	4.36890566227	42183	Bibliothèque	1	vivant
45.4033695674	4.36890566227	42183	Monument	1	patrimoine
45.4033695674	4.36890566227	42183	Théâtre	1	vivant
46.0429114311	4.03375590925	42184	Espace protégé	1	patrimoine
46.0429114311	4.03375590925	42184	Monument	1	patrimoine
45.5232368969	4.61000981421	42186	Bibliothèque	1	vivant
45.5232368969	4.61000981421	42186	Cinéma	1	vivant
45.5232368969	4.61000981421	42186	Conservatoire	1	vivant
45.5232368969	4.61000981421	42186	Espace protégé	1	patrimoine
45.5232368969	4.61000981421	42186	Monument	7	patrimoine
45.5232368969	4.61000981421	42186	Service d'archives	1	patrimoine
46.0449112487	4.0797045647	42187	Bibliothèque	3	vivant
46.0449112487	4.0797045647	42187	Cinéma	2	vivant
46.0449112487	4.0797045647	42187	Lieu archéologique	1	patrimoine
46.0449112487	4.0797045647	42187	Monument	8	patrimoine
46.0449112487	4.0797045647	42187	Musée	1	vivant
46.0449112487	4.0797045647	42187	Service d'archives	2	patrimoine
45.6162113424	3.92144569626	42188	Monument	3	patrimoine
45.4259230436	4.32495559821	42189	Bibliothèque	1	vivant
45.4259230436	4.32495559821	42189	Cinéma	1	vivant
45.4259230436	4.32495559821	42189	Monument	1	patrimoine
45.391280992	4.65752995946	42191	Bibliothèque	1	vivant
45.3763346252	4.1143178936	42192	Bibliothèque	1	vivant
45.3763346252	4.1143178936	42192	Monument	1	patrimoine
45.803570531	4.27277111132	42193	Bibliothèque	1	vivant
46.2388754339	3.84257216516	42194	Bibliothèque	1	vivant
46.2388754339	3.84257216516	42194	Monument	1	patrimoine
45.7364287162	3.96098461916	42195	Bibliothèque	1	vivant
45.7364287162	3.96098461916	42195	Monument	3	patrimoine
45.7435935956	4.05118283654	42197	Monument	1	patrimoine
46.0060538443	3.93140741051	42198	Bibliothèque	1	vivant
46.0272361831	3.93483213636	42199	Bibliothèque	1	vivant
46.0272361831	3.93483213636	42199	Monument	2	patrimoine
45.646913833	4.26396291539	42200	Bibliothèque	1	vivant
45.3455074313	4.64751344414	42201	Bibliothèque	1	vivant
45.718628364	4.32852077786	42202	Bibliothèque	1	vivant
46.1301853846	3.82816715097	42203	Bibliothèque	1	vivant
46.1301853846	3.82816715097	42203	Monument	1	patrimoine
45.4251682562	4.06509003822	42204	Bibliothèque	1	vivant
45.4251682562	4.06509003822	42204	Cinéma	1	vivant
45.4251682562	4.06509003822	42204	Espace protégé	1	patrimoine
45.4251682562	4.06509003822	42204	Monument	9	patrimoine
45.655161946	3.9261116009	42205	Bibliothèque	1	vivant
45.655161946	3.9261116009	42205	Monument	2	patrimoine
45.5412626706	4.33171249228	42206	Bibliothèque	1	vivant
45.5412626706	4.33171249228	42206	Monument	1	patrimoine
45.4698319517	4.50184989506	42207	Bibliothèque	2	vivant
45.4698319517	4.50184989506	42207	Cinéma	1	vivant
45.4698319517	4.50184989506	42207	Conservatoire	1	vivant
45.4698319517	4.50184989506	42207	Monument	7	patrimoine
45.4698319517	4.50184989506	42207	Parc et jardin	1	patrimoine
45.4698319517	4.50184989506	42207	Service d'archives	1	patrimoine
45.5362867258	4.4671653165	42208	Bibliothèque	1	vivant
45.4769382751	4.63422150362	42210	Bibliothèque	1	vivant
45.4769382751	4.63422150362	42210	Espace protégé	1	patrimoine
45.4769382751	4.63422150362	42210	Monument	1	patrimoine
45.5399613626	4.22968401574	42211	Bibliothèque	1	vivant
45.9616955216	4.10513740414	42212	Bibliothèque	1	vivant
45.9616955216	4.10513740414	42212	Monument	1	patrimoine
45.8893402235	4.31305449394	42213	Bibliothèque	1	vivant
46.1763743544	4.20748749926	42215	Bibliothèque	1	vivant
46.1763743544	4.20748749926	42215	Monument	1	patrimoine
45.7934338068	3.86367748356	42217	Bibliothèque	1	vivant
45.4301235512	4.37913997076	42218	Bibliothèque	8	vivant
45.4301235512	4.37913997076	42218	Centre de création artistique	1	vivant
45.4301235512	4.37913997076	42218	Cinéma	4	vivant
45.4301235512	4.37913997076	42218	Conservatoire	1	vivant
45.4301235512	4.37913997076	42218	Espace protégé	1	patrimoine
45.4301235512	4.37913997076	42218	Librairie	4	vivant
45.4301235512	4.37913997076	42218	Monument	44	patrimoine
45.4301235512	4.37913997076	42218	Musée	4	vivant
45.4301235512	4.37913997076	42218	Scène	2	vivant
45.4301235512	4.37913997076	42218	Service d'archives	4	patrimoine
45.4301235512	4.37913997076	42218	Théâtre	2	vivant
45.4301235512	4.37913997076	42218	Établissement d'enseignement supérieur	3	Strange
45.739928029	4.09717656731	42219	Bibliothèque	1	vivant
45.739928029	4.09717656731	42219	Lieu de mémoire	1	patrimoine
45.739928029	4.09717656731	42219	Monument	2	patrimoine
45.739928029	4.09717656731	42219	Musée	1	vivant
46.1390822509	3.94339360836	42220	Bibliothèque	1	vivant
46.1390822509	3.94339360836	42220	Monument	1	patrimoine
45.7766813055	4.1090035213	42221	Monument	1	patrimoine
45.6033793655	4.31450535656	42222	Bibliothèque	1	vivant
45.6033793655	4.31450535656	42222	Cinéma	1	vivant
45.6033793655	4.31450535656	42222	Espace protégé	1	patrimoine
45.6033793655	4.31450535656	42222	Monument	7	patrimoine
45.4557410438	4.33134504197	42223	Bibliothèque	1	vivant
45.4557410438	4.33134504197	42223	Cinéma	1	vivant
45.3472458116	4.43132626452	42224	Bibliothèque	1	vivant
45.3472458116	4.43132626452	42224	Cinéma	1	vivant
45.5351394274	4.57332962492	42225	Bibliothèque	1	vivant
45.5351394274	4.57332962492	42225	Monument	1	patrimoine
45.8535792416	4.10712450945	42226	Bibliothèque	1	vivant
45.7069401539	3.930271238	42227	Bibliothèque	1	vivant
45.7069401539	3.930271238	42227	Monument	1	patrimoine
45.5439493832	4.09234828784	42228	Bibliothèque	1	vivant
46.1990372012	4.39130879538	42229	Bibliothèque	1	vivant
45.8308448728	4.01988837409	42230	Bibliothèque	1	vivant
45.8308448728	4.01988837409	42230	Monument	6	patrimoine
45.8308448728	4.01988837409	42230	Musée	1	vivant
46.1088139575	3.96414737669	42231	Bibliothèque	1	vivant
46.0647653123	3.91707635373	42232	Bibliothèque	1	vivant
46.0647653123	3.91707635373	42232	Espace protégé	1	patrimoine
46.0647653123	3.91707635373	42232	Monument	4	patrimoine
46.0741993269	3.90464894951	42233	Bibliothèque	1	vivant
45.5305252119	4.38203656297	42234	Bibliothèque	1	vivant
45.5305252119	4.38203656297	42234	Monument	3	patrimoine
45.3679237574	4.05975538069	42235	Monument	1	patrimoine
46.1210288218	4.1833614828	42236	Monument	1	patrimoine
45.4568786158	4.44848172147	42237	Bibliothèque	1	vivant
45.9576591068	3.98572458074	42239	Bibliothèque	1	vivant
45.9576591068	3.98572458074	42239	Espace protégé	1	patrimoine
45.9576591068	3.98572458074	42239	Monument	1	patrimoine
45.500965191	4.01116096667	42240	Bibliothèque	1	vivant
45.500965191	4.01116096667	42240	Monument	1	patrimoine
45.5552073766	4.61943614225	42242	Bibliothèque	1	vivant
45.8203021782	3.81786181803	42245	Bibliothèque	2	vivant
45.8203021782	3.81786181803	42245	Monument	2	patrimoine
45.3215951313	4.61802793895	42246	Bibliothèque	1	vivant
45.3215951313	4.61802793895	42246	Cinéma	1	vivant
45.7314533102	3.88013674986	42247	Bibliothèque	1	vivant
45.7314533102	3.88013674986	42247	Monument	2	patrimoine
45.9235907262	3.84329480251	42248	Bibliothèque	1	vivant
45.9235907262	3.84329480251	42248	Monument	3	patrimoine
45.8875493245	4.24162884175	42249	Bibliothèque	1	vivant
45.6890006035	4.23185003367	42251	Bibliothèque	1	vivant
45.7745356504	3.90649306671	42252	Monument	2	patrimoine
46.0416783061	4.00124204353	42253	Bibliothèque	1	vivant
45.8614554366	4.1876629386	42254	Bibliothèque	1	vivant
45.8614554366	4.1876629386	42254	Monument	1	patrimoine
45.8708472787	3.87977382868	42255	Bibliothèque	1	vivant
45.4892854611	4.16817576447	42256	Bibliothèque	1	vivant
45.4892854611	4.16817576447	42256	Espace protégé	1	patrimoine
45.4892854611	4.16817576447	42256	Monument	5	patrimoine
46.2089488528	3.81781028236	42257	Bibliothèque	1	vivant
46.2089488528	3.81781028236	42257	Monument	2	patrimoine
45.5522879045	4.59128489318	42259	Bibliothèque	1	vivant
45.8366527059	3.92057216059	42260	Bibliothèque	1	vivant
45.731526312	4.3688277633	42261	Bibliothèque	1	vivant
45.4080254859	4.18440068436	42262	Bibliothèque	1	vivant
45.5923485305	4.36215864374	42264	Bibliothèque	1	vivant
45.5923485305	4.36215864374	42264	Monument	1	patrimoine
45.4436606281	4.73367710517	42265	Bibliothèque	1	vivant
45.4047039086	4.0825460326	42266	Bibliothèque	1	vivant
45.4047039086	4.0825460326	42266	Monument	2	patrimoine
46.1624812464	4.12649769645	42267	Monument	1	patrimoine
45.8892083156	4.08289919803	42268	Bibliothèque	2	vivant
45.6749292943	4.09004893235	42269	Monument	1	patrimoine
45.3957585018	4.23942143752	42270	Monument	2	patrimoine
45.4705874641	4.57893504841	42271	Bibliothèque	1	vivant
45.4705874641	4.57893504841	42271	Monument	1	patrimoine
45.3766717807	4.74426644516	42272	Bibliothèque	1	vivant
46.182835478	4.10333966313	42273	Monument	1	patrimoine
45.909623488	3.981388774	42274	Bibliothèque	1	vivant
45.909623488	3.981388774	42274	Monument	1	patrimoine
45.4752840967	4.37334466896	42275	Bibliothèque	1	vivant
45.4752840967	4.37334466896	42275	Cinéma	1	vivant
45.4752840967	4.37334466896	42275	Monument	1	patrimoine
45.4752840967	4.37334466896	42275	Théâtre	1	vivant
45.9460820015	3.74227575904	42276	Bibliothèque	1	vivant
45.4903250932	4.25026509629	42279	Bibliothèque	1	vivant
45.4903250932	4.25026509629	42279	Cinéma	1	vivant
45.4903250932	4.25026509629	42279	Espace protégé	1	patrimoine
45.4903250932	4.25026509629	42279	Monument	4	patrimoine
45.4903250932	4.25026509629	42279	Musée	1	vivant
45.288644573	4.45522567746	42280	Bibliothèque	1	vivant
45.8856641842	3.81783953207	42282	Bibliothèque	1	vivant
45.5651376948	4.54150317464	42283	Bibliothèque	1	vivant
46.0816280349	3.9953263339	42284	Bibliothèque	1	vivant
45.5569265459	4.13106130921	42285	Bibliothèque	1	vivant
45.5569265459	4.13106130921	42285	Monument	2	patrimoine
45.3660975776	4.37077848051	42286	Bibliothèque	1	vivant
45.2712880618	4.50055395379	42287	Bibliothèque	1	vivant
45.7724079231	3.9742199747	42288	Bibliothèque	1	vivant
45.7724079231	3.9742199747	42288	Monument	1	patrimoine
45.9435843496	4.21665537628	42289	Bibliothèque	1	vivant
45.9435843496	4.21665537628	42289	Monument	2	patrimoine
45.5713650794	4.08597131676	42290	Bibliothèque	1	vivant
46.0058474894	4.28322306743	42293	Bibliothèque	1	vivant
46.0087202985	4.11586749882	42294	Bibliothèque	1	vivant
46.0087202985	4.11586749882	42294	Monument	1	patrimoine
45.8549120107	3.78440621184	42295	Bibliothèque	1	vivant
45.7335095274	4.28266323222	42296	Bibliothèque	1	vivant
45.7335095274	4.28266323222	42296	Lieu archéologique	1	patrimoine
45.7335095274	4.28266323222	42296	Monument	2	patrimoine
45.7593642516	4.27548067122	42297	Bibliothèque	1	vivant
45.7593642516	4.27548067122	42297	Monument	1	patrimoine
45.6641357765	3.86010526625	42298	Bibliothèque	1	vivant
45.6641357765	3.86010526625	42298	Monument	2	patrimoine
45.6223963471	4.1003957272	42299	Bibliothèque	1	vivant
45.6223963471	4.1003957272	42299	Monument	1	patrimoine
46.0993826373	4.28754411377	42300	Bibliothèque	1	vivant
45.5062879483	4.06396167678	42301	Bibliothèque	1	vivant
45.5062879483	4.06396167678	42301	Monument	1	patrimoine
45.4997083615	4.43728891788	42302	Bibliothèque	1	vivant
45.8803291451	3.99029716142	42303	Bibliothèque	1	vivant
45.5417167026	4.18146739816	42304	Bibliothèque	1	vivant
45.5417167026	4.18146739816	42304	Monument	3	patrimoine
45.4783411216	4.42393692912	42305	Bibliothèque	1	vivant
45.4783411216	4.42393692912	42305	Cinéma	1	vivant
45.4783411216	4.42393692912	42305	Théâtre	1	vivant
45.3612036739	4.49235219509	42306	Bibliothèque	1	vivant
45.5540344541	4.66360649191	42307	Bibliothèque	1	vivant
45.5540344541	4.66360649191	42307	Monument	1	patrimoine
45.4477648412	4.5788900746	42308	Bibliothèque	1	vivant
45.4883528278	4.39780519433	42311	Bibliothèque	1	vivant
45.423867276	4.08330513601	42312	Monument	3	patrimoine
45.7251404881	4.00078301382	42313	Bibliothèque	1	vivant
45.6071257773	4.2265660188	42315	Bibliothèque	1	vivant
45.4069770909	4.2690668711	42316	Bibliothèque	1	vivant
45.4069770909	4.2690668711	42316	Cinéma	1	vivant
45.4069770909	4.2690668711	42316	Monument	2	patrimoine
45.3918648082	3.93424665058	42318	Bibliothèque	1	vivant
45.3918648082	3.93424665058	42318	Cinéma	1	vivant
45.3918648082	3.93424665058	42318	Monument	2	patrimoine
45.3918648082	3.93424665058	42318	Musée	1	vivant
45.3918648082	3.93424665058	42318	Parc et jardin	1	patrimoine
45.7074991536	4.28122611074	42319	Bibliothèque	1	vivant
45.5416204634	4.51147591578	42320	Bibliothèque	1	vivant
45.5416204634	4.51147591578	42320	Monument	1	patrimoine
45.7570573069	3.84373877987	42321	Bibliothèque	1	vivant
45.4052097313	4.52491972285	42322	Bibliothèque	1	vivant
45.4052097313	4.52491972285	42322	Monument	1	patrimoine
45.5621736685	4.28985644507	42323	Bibliothèque	1	vivant
45.5621736685	4.28985644507	42323	Monument	1	patrimoine
45.3722142523	4.63484498928	42326	Bibliothèque	1	vivant
45.4600485183	4.74079429125	42327	Bibliothèque	1	vivant
45.5680113401	3.98919241451	42328	Bibliothèque	1	vivant
45.5680113401	3.98919241451	42328	Monument	1	patrimoine
45.3205754592	4.50642756991	42329	Bibliothèque	1	vivant
45.4687923748	4.35203419027	42330	Bibliothèque	1	vivant
45.4687923748	4.35203419027	42330	Monument	1	patrimoine
45.9825018383	3.93640831898	42331	Bibliothèque	1	vivant
45.9976820966	4.02783295013	42332	Bibliothèque	1	vivant
45.9976820966	4.02783295013	42332	Monument	3	patrimoine
46.1249923509	4.22717855984	42333	Bibliothèque	1	vivant
46.1249923509	4.22717855984	42333	Monument	1	patrimoine
45.8519288736	4.34938627101	42334	Bibliothèque	1	vivant
45.8519288736	4.34938627101	42334	Monument	1	patrimoine
45.6550209584	4.38155703358	42335	Bibliothèque	2	vivant
45.6872242929	4.34645637144	42336	Bibliothèque	2	vivant
46.0930613385	4.12402637585	42338	Bibliothèque	1	vivant
46.0930613385	4.12402637585	42338	Monument	1	patrimoine
45.9015168526	3.77091785307	42339	Bibliothèque	1	vivant
45.3450418284	3.4501817683	43001	Monument	2	patrimoine
45.0530693199	3.88524729137	43002	Bibliothèque	1	vivant
45.0530693199	3.88524729137	43002	Espace protégé	1	patrimoine
45.0530693199	3.88524729137	43002	Monument	5	patrimoine
45.0530693199	3.88524729137	43002	Théâtre	2	vivant
45.1884321561	3.68990996082	43003	Bibliothèque	1	vivant
45.1884321561	3.68990996082	43003	Espace protégé	1	patrimoine
45.1884321561	3.68990996082	43003	Monument	6	patrimoine
44.8944815222	3.98915009385	43004	Bibliothèque	1	vivant
44.9071449693	3.68020035357	43005	Bibliothèque	1	vivant
44.9071449693	3.68020035357	43005	Monument	3	patrimoine
45.1502850873	3.3167176948	43006	Bibliothèque	1	vivant
45.1502850873	3.3167176948	43006	Monument	2	patrimoine
45.0650385961	4.16874927244	43007	Bibliothèque	1	vivant
45.0650385961	4.16874927244	43007	Monument	1	patrimoine
44.8669171298	3.90308376688	43008	Monument	4	patrimoine
45.1126240159	3.41043296989	43009	Monument	1	patrimoine
44.9936614826	3.95457009632	43010	Bibliothèque	1	vivant
44.9936614826	3.95457009632	43010	Monument	1	patrimoine
45.1283416697	3.44490053055	43011	Monument	1	patrimoine
45.3688645706	4.20459797548	43012	Bibliothèque	1	vivant
45.3688645706	4.20459797548	43012	Cinéma	1	vivant
45.3688645706	4.20459797548	43012	Monument	3	patrimoine
45.1163766085	3.62418252046	43013	Bibliothèque	1	vivant
45.1163766085	3.62418252046	43013	Monument	1	patrimoine
45.3367716906	3.12941961398	43014	Monument	2	patrimoine
45.387357804	3.37851265715	43016	Bibliothèque	1	vivant
45.387357804	3.37851265715	43016	Espace protégé	1	patrimoine
45.387357804	3.37851265715	43016	Monument	4	patrimoine
45.353475703	3.3990093293	43017	Bibliothèque	1	vivant
45.353475703	3.3990093293	43017	Monument	1	patrimoine
44.9961387777	3.76352409678	43018	Bibliothèque	1	vivant
44.9961387777	3.76352409678	43018	Monument	5	patrimoine
44.8340369786	3.88416858573	43019	Bibliothèque	1	vivant
45.3159119273	4.104826748	43020	Bibliothèque	1	vivant
45.3159119273	4.104826748	43020	Monument	3	patrimoine
45.1427890679	3.95088637654	43021	Bibliothèque	1	vivant
45.1427890679	3.95088637654	43021	Monument	3	patrimoine
45.3118081089	3.33070531118	43022	Bibliothèque	1	vivant
45.3118081089	3.33070531118	43022	Monument	1	patrimoine
45.1942542124	4.08248145168	43024	Bibliothèque	1	vivant
45.2567472819	4.09279084729	43025	Bibliothèque	1	vivant
45.2567472819	4.09279084729	43025	Monument	3	patrimoine
45.2169858786	3.81493834452	43026	Bibliothèque	1	vivant
45.1306448726	4.07952494849	43028	Monument	1	patrimoine
45.1107801226	3.85037132513	43030	Lieu archéologique	1	patrimoine
45.1107801226	3.85037132513	43030	Monument	1	patrimoine
45.1611462033	3.38427748233	43031	Monument	4	patrimoine
45.0625246612	3.97204508531	43032	Bibliothèque	1	vivant
45.0625246612	3.97204508531	43032	Monument	1	patrimoine
45.3179155382	3.17686146037	43033	Bibliothèque	1	vivant
45.3179155382	3.17686146037	43033	Monument	10	patrimoine
45.3167286043	3.9815552467	43034	Bibliothèque	1	vivant
45.3167286043	3.9815552467	43034	Monument	1	patrimoine
44.8870691928	3.78767619023	43037	Bibliothèque	1	vivant
44.8870691928	3.78767619023	43037	Monument	1	patrimoine
45.3431536681	3.32396530998	43038	Bibliothèque	1	vivant
45.3431536681	3.32396530998	43038	Monument	1	patrimoine
44.9156334152	3.87741582593	43039	Bibliothèque	1	vivant
44.9156334152	3.87741582593	43039	Monument	1	patrimoine
45.2964378846	3.38526303303	43040	Bibliothèque	1	vivant
45.2964378846	3.38526303303	43040	Cinéma	1	vivant
45.2964378846	3.38526303303	43040	Espace protégé	1	patrimoine
45.2964378846	3.38526303303	43040	Lieu archéologique	1	patrimoine
45.2964378846	3.38526303303	43040	Monument	9	patrimoine
45.0463267089	3.92401115104	43041	Bibliothèque	1	vivant
45.0463267089	3.92401115104	43041	Monument	4	patrimoine
44.9221545341	3.81071346525	43042	Bibliothèque	1	vivant
44.9221545341	3.81071346525	43042	Monument	7	patrimoine
45.1831789556	3.7598519485	43043	Bibliothèque	1	vivant
45.1831789556	3.7598519485	43043	Monument	3	patrimoine
45.1591392099	3.47227025846	43044	Bibliothèque	1	vivant
45.1591392099	3.47227025846	43044	Lieu archéologique	1	patrimoine
45.1591392099	3.47227025846	43044	Monument	3	patrimoine
45.03515198	3.83028543045	43045	Bibliothèque	1	vivant
45.03515198	3.83028543045	43045	Monument	1	patrimoine
45.0610194806	3.90105321748	43046	Bibliothèque	1	vivant
44.9500949064	3.93743261861	43047	Bibliothèque	1	vivant
44.9500949064	3.93743261861	43047	Monument	1	patrimoine
45.3187166909	3.69286458356	43048	Bibliothèque	1	vivant
45.3187166909	3.69286458356	43048	Espace protégé	1	patrimoine
45.3187166909	3.69286458356	43048	Monument	6	patrimoine
45.1874021192	3.98106749222	43049	Bibliothèque	1	vivant
45.1874021192	3.98106749222	43049	Monument	3	patrimoine
45.0524632592	4.31966525163	43051	Bibliothèque	1	vivant
45.0524632592	4.31966525163	43051	Cinéma	1	vivant
45.3545907565	3.50450522586	43052	Bibliothèque	1	vivant
44.8573929724	3.48785990455	43054	Bibliothèque	1	vivant
44.8573929724	3.48785990455	43054	Monument	1	patrimoine
45.3163724348	3.48010403585	43055	Monument	1	patrimoine
45.0682663311	3.53025936017	43056	Bibliothèque	1	vivant
45.0682663311	3.53025936017	43056	Monument	2	patrimoine
45.2171452983	3.64756861773	43057	Bibliothèque	1	vivant
45.2171452983	3.64756861773	43057	Monument	1	patrimoine
45.3308947174	4.205185256	43058	Bibliothèque	1	vivant
45.0254209003	3.55934731457	43060	Bibliothèque	1	vivant
45.0254209003	3.55934731457	43060	Monument	1	patrimoine
45.0878247699	3.93080497141	43061	Bibliothèque	1	vivant
45.0878247699	3.93080497141	43061	Monument	1	patrimoine
45.065005117	3.75027511306	43062	Bibliothèque	1	vivant
45.065005117	3.75027511306	43062	Monument	1	patrimoine
45.219501871	3.55045183907	43063	Bibliothèque	1	vivant
45.3998501161	3.48700463133	43064	Monument	2	patrimoine
45.0627745452	3.32138281225	43065	Monument	1	patrimoine
45.1574777226	3.58519893756	43067	Bibliothèque	1	vivant
45.1574777226	3.58519893756	43067	Monument	1	patrimoine
45.1574777226	3.58519893756	43067	Parc et jardin	1	patrimoine
45.1369212766	4.23744715977	43069	Monument	1	patrimoine
45.1574337378	3.44059442779	43070	Bibliothèque	1	vivant
45.1574337378	3.44059442779	43070	Lieu archéologique	1	patrimoine
45.1574337378	3.44059442779	43070	Monument	2	patrimoine
45.1574337378	3.44059442779	43070	Musée	1	vivant
45.2590104905	3.82139785966	43071	Bibliothèque	1	vivant
45.2590104905	3.82139785966	43071	Monument	2	patrimoine
45.2277308638	3.46727338521	43072	Bibliothèque	1	vivant
45.3298020864	3.6091137956	43073	Monument	1	patrimoine
45.3350700352	3.3706620305	43074	Bibliothèque	1	vivant
45.2988796944	3.64574676641	43076	Monument	1	patrimoine
44.8920718655	3.84194495017	43077	Bibliothèque	2	vivant
44.9998083728	3.92720931438	43078	Bibliothèque	1	vivant
44.9998083728	3.92720931438	43078	Monument	6	patrimoine
45.1845653807	3.49674774	43079	Bibliothèque	1	vivant
45.3318549451	3.85314004519	43080	Bibliothèque	1	vivant
45.3318549451	3.85314004519	43080	Monument	6	patrimoine
45.3318549451	3.85314004519	43080	Musée	1	vivant
44.9849156994	3.87473452853	43084	Bibliothèque	1	vivant
44.9849156994	3.87473452853	43084	Monument	1	patrimoine
45.2455973792	3.5055844005	43086	Monument	3	patrimoine
45.2146495519	4.34572012446	43087	Bibliothèque	1	vivant
45.2146495519	4.34572012446	43087	Cinéma	1	vivant
45.2146495519	4.34572012446	43087	Monument	3	patrimoine
45.3026834057	3.2330870914	43088	Bibliothèque	1	vivant
45.3026834057	3.2330870914	43088	Monument	1	patrimoine
45.0463892072	3.85796806236	43089	Bibliothèque	1	vivant
45.0463892072	3.85796806236	43089	Monument	5	patrimoine
45.0463892072	3.85796806236	43089	Service d'archives	1	patrimoine
44.9033054571	3.54670461918	43090	Bibliothèque	1	vivant
44.9033054571	3.54670461918	43090	Monument	1	patrimoine
44.9067714525	4.14098993726	43091	Bibliothèque	1	vivant
44.9067714525	4.14098993726	43091	Monument	1	patrimoine
44.9856971989	4.21170048593	43092	Bibliothèque	1	vivant
45.2648012481	3.7529763308	43093	Bibliothèque	1	vivant
45.1415144345	3.66508807208	43095	Monument	1	patrimoine
45.2888928849	3.43014729837	43096	Bibliothèque	1	vivant
45.2888928849	3.43014729837	43096	Monument	1	patrimoine
44.8975326433	4.09393366506	43097	Bibliothèque	1	vivant
44.8975326433	4.09393366506	43097	Monument	1	patrimoine
44.9354123707	4.07021557989	43098	Bibliothèque	1	vivant
44.9354123707	4.07021557989	43098	Monument	1	patrimoine
45.3867198593	3.30887287866	43099	Bibliothèque	1	vivant
45.2712815558	3.49959793979	43100	Bibliothèque	1	vivant
44.8933556241	3.92125459334	43101	Monument	1	patrimoine
45.1919622476	4.18410968345	43102	Bibliothèque	1	vivant
45.1919622476	4.18410968345	43102	Monument	3	patrimoine
45.2856647126	3.21042825764	43103	Bibliothèque	1	vivant
44.9105106855	3.46856675689	43104	Monument	4	patrimoine
45.2916285035	3.49051315669	43105	Bibliothèque	1	vivant
45.2916285035	3.49051315669	43105	Monument	1	patrimoine
45.1696697646	3.61747634855	43106	Bibliothèque	1	vivant
45.214081059	3.61014506252	43107	Bibliothèque	1	vivant
45.3062906797	3.78210420131	43108	Bibliothèque	1	vivant
45.3062906797	3.78210420131	43108	Monument	1	patrimoine
44.8371506318	3.98918688187	43109	Monument	1	patrimoine
45.3149483053	3.42693431019	43110	Bibliothèque	1	vivant
45.3149483053	3.42693431019	43110	Monument	1	patrimoine
44.8498332614	3.84500846795	43111	Bibliothèque	1	vivant
44.8498332614	3.84500846795	43111	Monument	1	patrimoine
45.0822541836	3.47806203807	43112	Bibliothèque	1	vivant
45.0822541836	3.47806203807	43112	Espace protégé	1	patrimoine
45.0822541836	3.47806203807	43112	Monument	3	patrimoine
44.9893833018	4.00363662506	43113	Bibliothèque	1	vivant
45.1797852011	4.23494194876	43114	Bibliothèque	1	vivant
45.1797852011	4.23494194876	43114	Monument	1	patrimoine
44.9669881177	4.05206714167	43115	Bibliothèque	1	vivant
44.9669881177	4.05206714167	43115	Monument	1	patrimoine
45.3548249294	3.5677264526	43116	Monument	1	patrimoine
45.2627483752	3.45499387355	43117	Espace protégé	1	patrimoine
45.2627483752	3.45499387355	43117	Monument	3	patrimoine
45.2627483752	3.45499387355	43117	Musée	1	vivant
45.1559334997	3.41127089302	43118	Bibliothèque	1	vivant
45.1559334997	3.41127089302	43118	Monument	2	patrimoine
45.1201169543	3.90303538058	43119	Bibliothèque	1	vivant
45.1201169543	3.90303538058	43119	Monument	2	patrimoine
45.3790751564	3.28028166005	43120	Bibliothèque	1	vivant
45.3790751564	3.28028166005	43120	Monument	2	patrimoine
45.3528081691	3.24026520445	43121	Bibliothèque	1	vivant
45.3528081691	3.24026520445	43121	Monument	3	patrimoine
45.1342038026	3.75987831256	43122	Bibliothèque	1	vivant
45.3239819521	3.26284919895	43123	Bibliothèque	1	vivant
45.3239819521	3.26284919895	43123	Monument	1	patrimoine
45.0980880485	3.74470915932	43124	Bibliothèque	1	vivant
45.0980880485	3.74470915932	43124	Monument	2	patrimoine
45.0987649866	3.96694371079	43126	Bibliothèque	1	vivant
45.0987649866	3.96694371079	43126	Monument	1	patrimoine
45.3426664598	3.72579573822	43128	Monument	3	patrimoine
45.1189181156	4.36893159168	43129	Bibliothèque	1	vivant
45.04385116	4.24003740348	43130	Bibliothèque	1	vivant
45.04385116	4.24003740348	43130	Monument	2	patrimoine
45.1875462661	3.5663385327	43131	Bibliothèque	1	vivant
45.1875462661	3.5663385327	43131	Monument	2	patrimoine
45.128318526	3.52792705537	43132	Bibliothèque	1	vivant
45.128318526	3.52792705537	43132	Monument	4	patrimoine
45.1875792537	3.30357255266	43133	Bibliothèque	1	vivant
