latitude	longitude	code_insee	Type équipement ou lieu	count	categorie
44.5755974174	2.73237270649	12079	Bibliothèque	1	vivant
44.5755974174	2.73237270649	12079	Monument	2	patrimoine
43.947128591	2.59314085517	12080	Bibliothèque	1	vivant
43.947128591	2.59314085517	12080	Monument	2	patrimoine
43.9292282018	3.28890121279	12082	Espace protégé	1	patrimoine
43.9292282018	3.28890121279	12082	Monument	5	patrimoine
44.5186350592	2.28781785665	12083	Bibliothèque	1	vivant
44.064990103	3.05961986973	12084	Bibliothèque	1	vivant
44.064990103	3.05961986973	12084	Monument	1	patrimoine
44.153846974	2.25678856386	12085	Bibliothèque	1	vivant
44.1676766844	3.15670064587	12086	Monument	1	patrimoine
44.6493232738	2.89170192914	12088	Espace protégé	1	patrimoine
44.6493232738	2.89170192914	12088	Monument	1	patrimoine
44.567273002	2.25243853064	12089	Bibliothèque	1	vivant
44.567273002	2.25243853064	12089	Cinéma	1	vivant
44.567273002	2.25243853064	12089	Monument	7	patrimoine
44.567273002	2.25243853064	12089	Musée	1	vivant
44.3609252009	2.47671597719	12090	Bibliothèque	1	vivant
44.3609252009	2.47671597719	12090	Espace protégé	1	patrimoine
44.3609252009	2.47671597719	12090	Monument	2	patrimoine
44.3609252009	2.47671597719	12090	Scène	2	vivant
44.3609252009	2.47671597719	12090	Théâtre	1	vivant
44.4558448387	2.13481083586	12091	Bibliothèque	1	vivant
44.10079135	2.62177074145	12092	Bibliothèque	1	vivant
44.6544227279	2.57843798744	12094	Bibliothèque	1	vivant
44.6544227279	2.57843798744	12094	Cinéma	1	vivant
44.6544227279	2.57843798744	12094	Monument	2	patrimoine
44.4713685405	2.34981095365	12095	Bibliothèque	1	vivant
44.5188717043	2.76426608276	12096	Bibliothèque	2	vivant
44.5188717043	2.76426608276	12096	Cinéma	1	vivant
44.5188717043	2.76426608276	12096	Espace protégé	1	patrimoine
44.5188717043	2.76426608276	12096	Monument	7	patrimoine
44.5188717043	2.76426608276	12096	Musée	2	vivant
44.619095045	2.51940471481	12097	Bibliothèque	1	vivant
44.5694224223	2.68750805663	12098	Bibliothèque	1	vivant
44.5694224223	2.68750805663	12098	Espace protégé	1	patrimoine
44.5694224223	2.68750805663	12098	Monument	7	patrimoine
43.8035569048	2.97747865298	12099	Bibliothèque	1	vivant
43.8035569048	2.97747865298	12099	Monument	2	patrimoine
44.5476858944	2.32505415911	12100	Bibliothèque	1	vivant
44.5935121569	2.2651648768	12101	Bibliothèque	1	vivant
44.5935121569	2.2651648768	12101	Monument	1	patrimoine
44.2880137822	2.62175551429	12102	Bibliothèque	1	vivant
44.2880137822	2.62175551429	12102	Monument	1	patrimoine
44.6389814573	2.64439043133	12103	Bibliothèque	1	vivant
44.5065119928	2.00769890689	12104	Bibliothèque	1	vivant
44.5065119928	2.00769890689	12104	Lieu archéologique	1	patrimoine
44.5065119928	2.00769890689	12104	Monument	1	patrimoine
44.2345851449	2.04784404559	12105	Bibliothèque	1	vivant
44.4619669953	2.80472572393	12106	Bibliothèque	1	vivant
44.4619669953	2.80472572393	12106	Monument	2	patrimoine
44.3616362767	2.90279259177	12107	Bibliothèque	1	vivant
44.3616362767	2.90279259177	12107	Monument	4	patrimoine
44.5034642584	2.17991482623	12108	Bibliothèque	1	vivant
43.868273324	2.90640154939	12109	Monument	1	patrimoine
44.5959231172	2.58644592091	12110	Bibliothèque	1	vivant
44.4387236873	2.36634361552	12111	Bibliothèque	1	vivant
44.4387236873	2.36634361552	12111	Monument	1	patrimoine
44.2633838194	2.3681220954	12113	Bibliothèque	1	vivant
44.2633838194	2.3681220954	12113	Monument	1	patrimoine
44.7114576875	2.75356213678	12116	Bibliothèque	1	vivant
44.7740969163	2.64249748711	12118	Bibliothèque	1	vivant
44.7740969163	2.64249748711	12118	Monument	1	patrimoine
44.6942493054	2.86714579983	12119	Bibliothèque	2	vivant
44.6942493054	2.86714579983	12119	Monument	4	patrimoine
44.3644570513	2.81804424075	12120	Bibliothèque	2	vivant
44.3644570513	2.81804424075	12120	Lieu archéologique	1	patrimoine
44.3644570513	2.81804424075	12120	Monument	1	patrimoine
44.4236494726	2.16109197679	12121	Bibliothèque	1	vivant
44.4866947453	2.85455705942	12124	Bibliothèque	1	vivant
44.4866947453	2.85455705942	12124	Monument	2	patrimoine
43.8122894492	2.63515019916	12125	Bibliothèque	1	vivant
43.8122894492	2.63515019916	12125	Monument	1	patrimoine
44.225497867	2.1468963703	12128	Bibliothèque	1	vivant
44.5972432577	2.21621082428	12130	Bibliothèque	1	vivant
44.5972432577	2.21621082428	12130	Monument	1	patrimoine
44.3909930617	2.65068486955	12131	Monument	2	patrimoine
44.3056658484	2.5364516694	12133	Bibliothèque	1	vivant
44.3056658484	2.5364516694	12133	Espace protégé	1	patrimoine
44.3056658484	2.5364516694	12133	Monument	1	patrimoine
44.4835018832	2.25588264756	12134	Bibliothèque	1	vivant
44.2405098268	2.10038614517	12135	Bibliothèque	1	vivant
44.2405098268	2.10038614517	12135	Monument	1	patrimoine
44.3999943584	2.10361790019	12136	Bibliothèque	1	vivant
44.2605706406	2.4781869588	12137	Bibliothèque	1	vivant
44.2605706406	2.4781869588	12137	Monument	1	patrimoine
44.4772361351	2.46487970585	12138	Bibliothèque	2	vivant
44.4772361351	2.46487970585	12138	Monument	2	patrimoine
44.3811674619	1.91298331714	12140	Bibliothèque	1	vivant
44.3811674619	1.91298331714	12140	Monument	4	patrimoine
43.9287986498	2.63394013332	12141	Bibliothèque	1	vivant
43.9287986498	2.63394013332	12141	Monument	1	patrimoine
44.3890735468	2.37196392635	12142	Bibliothèque	1	vivant
44.3890735468	2.37196392635	12142	Monument	1	patrimoine
44.133704443	2.43387018423	12144	Bibliothèque	1	vivant
44.0976252203	3.11705384129	12145	Bibliothèque	1	vivant
44.0976252203	3.11705384129	12145	Cinéma	1	vivant
44.0976252203	3.11705384129	12145	Lieu archéologique	1	patrimoine
44.0976252203	3.11705384129	12145	Monument	14	patrimoine
44.0976252203	3.11705384129	12145	Musée	2	vivant
44.0976252203	3.11705384129	12145	Service d'archives	1	patrimoine
44.331592843	2.5872623881	12146	Espace protégé	1	patrimoine
44.331592843	2.5872623881	12146	Monument	2	patrimoine
43.831157935	3.02461521529	12147	Monument	1	patrimoine
44.476808221	2.21289087598	12148	Bibliothèque	1	vivant
43.9795757997	2.63093615826	12149	Bibliothèque	1	vivant
44.7168656794	2.64085756114	12151	Bibliothèque	1	vivant
44.100139359	2.90415727953	12153	Monument	5	patrimoine
43.8617533926	3.11468710973	12155	Monument	1	patrimoine
44.6349727499	2.78247380179	12156	Monument	1	patrimoine
44.394981764	2.72127812252	12157	Bibliothèque	1	vivant
44.394981764	2.72127812252	12157	Monument	2	patrimoine
44.4857721529	1.97611373855	12158	Bibliothèque	1	vivant
44.3218697288	2.08182819744	12159	Bibliothèque	1	vivant
44.2252486217	3.18271814024	12160	Monument	3	patrimoine
44.5143822131	2.52108945379	12161	Monument	1	patrimoine
44.3275804769	2.42736716891	12162	Bibliothèque	1	vivant
44.8759902067	2.68059365877	12164	Bibliothèque	1	vivant
44.8759902067	2.68059365877	12164	Cinéma	1	vivant
44.8759902067	2.68059365877	12164	Monument	6	patrimoine
44.4957128112	2.57147635051	12165	Bibliothèque	1	vivant
44.4957128112	2.57147635051	12165	Monument	1	patrimoine
44.211295506	1.96305922109	12167	Bibliothèque	1	vivant
44.211295506	1.96305922109	12167	Monument	6	patrimoine
44.0206117427	3.28565334346	12168	Monument	7	patrimoine
44.1898575403	2.34366368782	12169	Bibliothèque	1	vivant
44.1898575403	2.34366368782	12169	Monument	1	patrimoine
44.5070770958	2.09742065884	12170	Bibliothèque	1	vivant
44.5070770958	2.09742065884	12170	Monument	1	patrimoine
44.5133117554	2.43273501132	12171	Bibliothèque	1	vivant
44.605562454	2.66952444111	12172	Bibliothèque	1	vivant
44.605562454	2.66952444111	12172	Espace protégé	1	patrimoine
44.338471851	2.54774198749	12174	Bibliothèque	1	vivant
44.338471851	2.54774198749	12174	Espace protégé	1	patrimoine
44.338471851	2.54774198749	12174	Monument	1	patrimoine
44.3825530939	2.56000835023	12176	Bibliothèque	1	vivant
44.3825530939	2.56000835023	12176	Espace protégé	1	patrimoine
44.3825530939	2.56000835023	12176	Monument	3	patrimoine
44.4009437729	2.84225329377	12177	Bibliothèque	3	vivant
44.4009437729	2.84225329377	12177	Monument	3	patrimoine
44.1757756277	3.20495893117	12180	Monument	1	patrimoine
44.5026320672	2.13437459711	12181	Bibliothèque	1	vivant
44.5026320672	2.13437459711	12181	Monument	7	patrimoine
44.4338467479	2.92167553343	12182	Monument	2	patrimoine
43.929841907	2.56266384044	12183	Monument	2	patrimoine
44.277717255	2.70931526263	12185	Bibliothèque	1	vivant
44.277717255	2.70931526263	12185	Monument	2	patrimoine
43.8560294243	2.59842075923	12186	Monument	1	patrimoine
44.5418402145	2.97032674456	12187	Bibliothèque	1	vivant
44.5418402145	2.97032674456	12187	Monument	1	patrimoine
44.2472252922	2.26867905755	12189	Bibliothèque	1	vivant
44.3659665402	2.24437860842	12190	Bibliothèque	1	vivant
44.4103475612	2.19453209894	12191	Bibliothèque	1	vivant
43.7982858454	2.81918000593	12192	Monument	1	patrimoine
44.534819715	2.4875783018	12193	Bibliothèque	1	vivant
44.2295906034	2.37852465105	12194	Bibliothèque	1	vivant
44.2295906034	2.37852465105	12194	Monument	1	patrimoine
44.031961026	2.54899148777	12197	Bibliothèque	1	vivant
44.031961026	2.54899148777	12197	Cinéma	1	vivant
44.3085754076	2.22948755681	12198	Bibliothèque	1	vivant
44.3085754076	2.22948755681	12198	Cinéma	1	vivant
44.3085754076	2.22948755681	12198	Monument	1	patrimoine
44.4038329146	2.29228871208	12199	Bibliothèque	1	vivant
44.2108724191	3.12758575217	12200	Bibliothèque	1	vivant
44.2108724191	3.12758575217	12200	Monument	1	patrimoine
44.4813052355	2.6223380773	12201	Monument	4	patrimoine
44.3582426254	2.5672793892	12202	Bibliothèque	2	vivant
44.3582426254	2.5672793892	12202	Cinéma	1	vivant
44.3582426254	2.5672793892	12202	Conservatoire	1	vivant
44.3582426254	2.5672793892	12202	Espace protégé	1	patrimoine
44.3582426254	2.5672793892	12202	Librairie	1	vivant
44.3582426254	2.5672793892	12202	Lieu archéologique	1	patrimoine
44.3582426254	2.5672793892	12202	Monument	30	patrimoine
44.3582426254	2.5672793892	12202	Musée	3	vivant
44.3582426254	2.5672793892	12202	Service d'archives	2	patrimoine
43.9706930615	2.98176110631	12203	Lieu archéologique	1	patrimoine
43.9706930615	2.98176110631	12203	Musée	1	vivant
44.1093444691	3.24200220208	12204	Monument	1	patrimoine
44.4475523507	2.25412829032	12206	Bibliothèque	1	vivant
44.1192120935	2.47693953343	12207	Bibliothèque	1	vivant
43.9656694471	2.86653125625	12208	Bibliothèque	2	vivant
43.9656694471	2.86653125625	12208	Cinéma	1	vivant
43.9656694471	2.86653125625	12208	Monument	4	patrimoine
44.6868560667	2.69135482513	12209	Bibliothèque	1	vivant
44.1791526825	2.02109386002	12210	Bibliothèque	1	vivant
44.1476911332	3.27124677006	12211	Bibliothèque	1	vivant
44.1692617514	2.96666926692	12213	Bibliothèque	1	vivant
44.1692617514	2.96666926692	12213	Lieu archéologique	1	patrimoine
44.1692617514	2.96666926692	12213	Monument	4	patrimoine
44.5918935634	2.94672559934	12214	Bibliothèque	1	vivant
44.5918935634	2.94672559934	12214	Espace protégé	1	patrimoine
44.5918935634	2.94672559934	12214	Monument	3	patrimoine
44.4799129535	2.39660455917	12215	Bibliothèque	1	vivant
44.5314215162	2.82190819996	12216	Bibliothèque	1	vivant
44.5314215162	2.82190819996	12216	Monument	4	patrimoine
44.4143206609	1.96803908132	12217	Bibliothèque	1	vivant
44.4143206609	1.96803908132	12217	Monument	1	patrimoine
44.4661013084	2.91950653018	12219	Monument	2	patrimoine
43.960884427	3.13884690066	12220	Bibliothèque	1	vivant
43.960884427	3.13884690066	12220	Monument	2	patrimoine
44.5645678324	2.51363543065	12221	Bibliothèque	1	vivant
43.8825601072	2.98664718926	12222	Bibliothèque	1	vivant
43.8825601072	2.98664718926	12222	Monument	1	patrimoine
44.8003905234	2.7434750028	12223	Bibliothèque	4	vivant
44.8003905234	2.7434750028	12223	Monument	4	patrimoine
44.4732674724	2.98156818185	12224	Bibliothèque	1	vivant
44.4732674724	2.98156818185	12224	Cinéma	1	vivant
44.4732674724	2.98156818185	12224	Monument	7	patrimoine
44.0565556182	2.98714381525	12225	Bibliothèque	1	vivant
44.0565556182	2.98714381525	12225	Monument	3	patrimoine
44.7257623817	2.58415334807	12226	Bibliothèque	1	vivant
43.9709276715	2.70338873518	12228	Bibliothèque	1	vivant
43.9709276715	2.70338873518	12228	Monument	1	patrimoine
43.9289280982	3.02921567332	12232	Monument	1	patrimoine
44.4481544099	3.10140451864	12237	Bibliothèque	1	vivant
44.4481544099	3.10140451864	12237	Monument	1	patrimoine
44.2231129382	2.98202907949	12238	Monument	1	patrimoine
44.4245376835	2.96547959933	12239	Bibliothèque	1	vivant
44.6329765505	2.29151431858	12240	Bibliothèque	1	vivant
44.3313046455	2.63272943848	12241	Espace protégé	1	patrimoine
44.3313046455	2.63272943848	12241	Monument	4	patrimoine
44.3952055876	2.04173574254	12242	Bibliothèque	1	vivant
44.0092815524	2.98362792023	12243	Bibliothèque	1	vivant
44.0092815524	2.98362792023	12243	Monument	1	patrimoine
44.0328970436	2.8904868402	12244	Bibliothèque	1	vivant
44.0328970436	2.8904868402	12244	Cinéma	1	vivant
44.6433670294	2.25787660358	12246	Bibliothèque	1	vivant
44.409127962	3.02218493838	12247	Bibliothèque	1	vivant
44.409127962	3.02218493838	12247	Monument	1	patrimoine
43.8788015376	2.62311158409	12248	Bibliothèque	1	vivant
43.8788015376	2.62311158409	12248	Monument	4	patrimoine
43.7720630211	2.69278651558	12249	Bibliothèque	1	vivant
44.7403646791	2.70823948666	12250	Bibliothèque	1	vivant
44.7403646791	2.70823948666	12250	Monument	1	patrimoine
44.4813598633	2.08513535949	12252	Bibliothèque	1	vivant
44.4813598633	2.08513535949	12252	Parc et jardin	1	patrimoine
44.159383352	2.78625740284	12253	Bibliothèque	1	vivant
44.159383352	2.78625740284	12253	Monument	4	patrimoine
44.4437884405	2.5250957268	12254	Bibliothèque	1	vivant
44.4437884405	2.5250957268	12254	Monument	17	patrimoine
44.4437884405	2.5250957268	12254	Musée	1	vivant
44.1937884405	2.58717278711	12255	Bibliothèque	1	vivant
44.1937884405	2.58717278711	12255	Musée	1	vivant
44.4543375215	1.87232547648	12256	Bibliothèque	1	vivant
44.4543375215	1.87232547648	12256	Monument	1	patrimoine
44.5282954974	2.03482919718	12257	Bibliothèque	1	vivant
44.5282954974	2.03482919718	12257	Monument	1	patrimoine
44.2210453595	2.19673523902	12258	Bibliothèque	1	vivant
44.2844997959	2.04052425454	12259	Bibliothèque	1	vivant
44.2844997959	2.04052425454	12259	Monument	1	patrimoine
43.9797470303	3.37516953256	12260	Bibliothèque	1	vivant
44.2478234048	2.31504773118	12262	Bibliothèque	1	vivant
44.2478234048	2.31504773118	12262	Espace protégé	1	patrimoine
44.2478234048	2.31504773118	12262	Monument	1	patrimoine
44.3599482177	1.95859629036	12263	Monument	1	patrimoine
44.4232783345	2.6111835082	12264	Espace protégé	1	patrimoine
44.4232783345	2.6111835082	12264	Monument	1	patrimoine
44.537422675	2.65492320608	12265	Bibliothèque	1	vivant
44.537422675	2.65492320608	12265	Monument	1	patrimoine
44.2904669851	2.8437834647	12266	Bibliothèque	1	vivant
44.2904669851	2.8437834647	12266	Monument	3	patrimoine
44.6062228544	2.46311277374	12268	Bibliothèque	1	vivant
44.6062228544	2.46311277374	12268	Monument	2	patrimoine
44.3000638764	3.08915100601	12270	Bibliothèque	5	vivant
44.3000638764	3.08915100601	12270	Monument	12	patrimoine
44.5381449172	2.11452059209	12272	Bibliothèque	1	vivant
43.8251925157	2.95288652879	12274	Centre culturel	1	vivant
43.8251925157	2.95288652879	12274	Monument	1	patrimoine
44.1453272598	2.32325860909	12276	Monument	1	patrimoine
44.8944584471	2.7419390961	12280	Bibliothèque	1	vivant
44.8944584471	2.7419390961	12280	Monument	2	patrimoine
44.380429669	1.99865710824	12281	Bibliothèque	1	vivant
44.380429669	1.99865710824	12281	Monument	1	patrimoine
43.9686808628	3.02681795473	12282	Bibliothèque	1	vivant
44.2395334463	2.63787503677	12283	Bibliothèque	1	vivant
44.0536064205	2.74751943168	12284	Bibliothèque	1	vivant
43.9213497351	2.81975476984	12286	Monument	2	patrimoine
44.3082129467	1.90937722563	12287	Bibliothèque	1	vivant
44.4471578876	2.44255701566	12288	Bibliothèque	1	vivant
44.5055186879	2.22147187127	12289	Bibliothèque	1	vivant
44.4533693497	2.18642390603	12290	Bibliothèque	1	vivant
43.8998471678	2.93585871543	12292	Monument	3	patrimoine
44.1818960497	3.30715443972	12293	Monument	1	patrimoine
